Incident Date,Incident Time,Flight ID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State ,,
14-May-15,0102,AAL1897,A321,9000,CLT,Green,No,Charlotte,North Carolina,,
14-May-15,0110,DAL2302,B737,3000,DTW,Green,No,Detroit,Michigan,,
14-May-15,0248,STING74,C130 (LOCKHEED - AC,0,ROW,Green,No,Roswell,New Mexico,,
14-May-15,0328,LBQ420,PC12,3000,XNA,Green,No,Fayetteville/ Springdale,Arkansas,,
14-May-15,0352,N383PS,DA40,8000,SLC,Green,No,Salt Lake City,Utah,,
14-May-15,0355,N12679,C172 (CESSNA - 172),2000,FXE,Green,No,Fort Lauderdale,Florida,,
14-May-15,0420,AAL266,B752,4000,LAX,Green,No,Los Angeles,California,,
14-May-15,0421,AAL447,A320,9000,DEN,Green,No,Denver,Colorado,,
14-May-15,0423,SKW6268,CRJ2,2000,FAT,Green,No,Fresno,California,,
14-May-15,0448,LNOAK303,C501 (CESSNA - 501,2500,IXD,Green,No,Olathe,Kansas,,
14-May-15,0449,ASA459,B737,2000,SEA,Green,No,Seattle,Washington,,
14-May-15,0501,KING2,AS50,1700,ONT,Green,No,Ontario,California,,
14-May-15,0525,EAGLE1,HELO,2000,ONT,Green,No,Ontario,California,,
14-May-15,0536,N2446L,C172,13000,LAS,Green,No,Las Vegas,Nevada,,
14-May-15,0540,ASA457,B737,3500,SEA,Green,No,Seattle,Washington,,
14-May-15,0549,UPS941,B763,7000,OE9,Green,No,Corydon,Iowa,,
14-May-15,0600,SHERIF1,HELO,900,SJC,Green,No,San Jose,California,,
14-May-15,0718,AAL298,B752,8200,HNL,Green,No,Honolulu,Hawaii,,
14-May-15,0720,CAP441,C208,1700,OAK,Green,No,Oakland ,California,,
14-May-15,0730,WAE21,C402,10700,APA,Green,No,Denver,Colorado,,
14-May-15,1000,FDX1523,A306,4000,STL,Green,No,St Louis,Missouri,,
14-May-15,2125,TCF4337,E145,7000,MHT,Green,No,Manchester,New Hampshire,,
15-May-15,0305,N546CS,C560,10000,HOU,Green,No,Houston,Texas,,
15-May-15,0336,AAL9018,A321,5200,PHX,Green,No,Phoenix,Arizona,,
15-May-15,0340,SWA641,B737,2500,PHX,Green,No,Phoenix,Arizona,,
15-May-15,0348,SUMMIT1,C130,1000,ONT,Green,No,Ontario,California,,
15-May-15,0352,QXE4,DH8C (DE HAVILLAND,5000,BOI,Green,No,Boise,Idaho,,
15-May-15,0552,SWA729,B737,5200,PHX,Green,No,Phoenix,Arizona,,
15-May-15,0600,SHERIFF2,HELO (HELO - HELO),900,SJC,Green,No,San Jose,California,,
15-May-15,0655,UAL8137,B739,10000,SEA,Green,No,Seattle,Washington,,
15-May-15,0712,ASA660,B739,14000,SEA,Green,No,Seattle,Washington,,
15-May-15,0950,PRY05,C208,9000,MDW,Blue,No,Chicago,Wisconsin,,
15-May-15,1208,WWW884,B737,5000,LAS,Green,No,Las Vegas,Nevada,,
16-May-15,0125,ENY3358,CRJ7,3000,ORD,Green,No,Chicago,Illinois,,
16-May-15,0148,SWA1698,B738,6000,PIT,Green,No,Pittsburgh,Pennsylvania,,
16-May-15,0200,SHEP60,TEX2,7500,TUL,Green,No,Tulsa,Oklahoma,,
16-May-15,0200,SHEP61,TEX2,7000,TUL,Green,No,Tulsa,Oklahoma,,
16-May-15,0213,N226CV,C560,9000,BTV,Green,No,Burlington,Vermont,,
16-May-15,0218,JUS822,FA20,2500,GYY,Green,No,Gary,Indiana,,
16-May-15,0234,RPA4514,E170,6000,MSY,Green,No,New Orleans,Louisiana,,
16-May-15,0254,DCM2214,BE20,6000,DFW,Green,No,Dallas-Fort Worth,Texas,,
16-May-15,0258,SWA4020,B737 (BOEING - 737-,4000,FNT,Green,No,Flint,Michigan,,
16-May-15,0317,SWA1433,B737,3000,ONT,Green,No,Ontario,California,,
16-May-15,0437,SWA1004,B737/L,3700,MDW,Green,No,Chicago,Illinois,,
16-May-15,0449,UAL291,A320,5000,LHM,Green,No,Lincoln,California,,
16-May-15,0537,UAL1247,B739,22000,MRY,Green,No,Monterey,California,,
16-May-15,0551,SWA235,B737 (BOEING - 737-,2600,SJC,Green,No,San Jose,California,,
16-May-15,0848,WJA1882,B737-800,3000,HKO,Green,No,Kailua/Kona,Hawaii,,
17-May-15,0009,N6336K,HELO,1500,CCB,White,No,Upland,California,,
17-May-15,0145,JBU760,E190,10000,PVD,Green,No,Providence,Rhode Island,,
17-May-15,0145,SKW440V,CRJ7,10000,MEM,Green,No,Memphis,Tennessee,,
17-May-15,0204,RPA4347,E170,10000,MCI,Green,No,Kansas city,Missouri,,
17-May-15,0208,N4095A,C185,2700,STL,Green,No,St Louis,Missouri,,
17-May-15,0215,AAL1332,B737,8000,MIA,Green,No,Miami,Florida,,
17-May-15,0215,DAL761,B738,3500,DTW,Green,No,Detroit,Michigan,,
17-May-15,0228,RPA4337,E170,3000,JAX,Green,No,Jacksonville,Florida,,
17-May-15,0231,UAL273,A319 (AIRBUS - A-31,500,IAH,Green,No,Houston,Texas,,
17-May-15,0234,UAL1692,B737,38000,MBS,Green,No,Saginaw,Michigan,,
17-May-15,0241,TALON23,P8,3000,NIP,Green,No,Jacksonville,Florida,,
17-May-15,0242,N15TV,C310,1700,BUF,Green,No,Buffalo,New York,,
17-May-15,0548,TSU216,B722,9000,CLE,Green,No,Cleveland,Ohio,,
17-May-15,0613,ASA356,B738,15000,STS,Green,No,Santa Rosa,California,,
17-May-15,0631,N469CP,SR22,6000,HND,Green,No,Las Vegas,Nevada,,
18-May-15,0041,JBU1326,E190,9000,PVD,Green,No,Providence,Rhode Island,,
18-May-15,0133,ASQ6068,E145,9000,CGT,Green,No,Chicago Heights,Illinois,,
18-May-15,0135,AAL793,A319,7000,STL,Green,No,St Louis,Missouri,,
18-May-15,0137,N957TC,C172,4000,ORL,Green,No,Orlando,Florida,,
18-May-15,0218,FFT1389,A319,5000,FMY,Green,No,Fort Myers,Florida,,
18-May-15,0226,JBU790,E190 (EMBRAER - 190,10000,PVD,Green,No,Providence,Rhode Island,,
18-May-15,0230,NCA134,H/B/748,4000,ORD,Green,No,Chicago,Illinois,,
18-May-15,0233,DAL1106,B712 (BOEING - 717-,9000,MCI,Green,No,Kansas City,Missouri,,
18-May-15,0318,ASQ4536,E145,10000,CVG,Green,No,Covington,Kentucky,,
18-May-15,0403,FDX1313,A306,1900,MEM,Green,No,Memphis,Tennessee,,
18-May-15,0415,LFT57,HELO,1500,SAT,Green,No,San Antonio,Texas,,
18-May-15,0445,ACARE1,HELO,1500,SAT,Green,No,San Antonio,Texas,,
18-May-15,0453,SKW6268,CRJ7,2500,FAT,Green,No,Fresno,California,,
18-May-15,0508,AIRCARE1,B407 (BELL - 407),1500,SAT,Green,No,San Antonio,Texas,,
18-May-15,0829,AIR01,B06,3200,TUS,Green,No,Tucson,Arizona,,
18-May-15,0955,FFT1119,A319,3800,LAS,Green,No,Las Vegas,Nevada,,
19-May-15,0125,N615MB,SR22,4300,TRI,Red,No,Bristol/Johnson/Kingsport,Tennessee,,
19-May-15,0133,UAL1157,B738,6000,IAH,Green,No,Houston,Texas,,
19-May-15,0157,N512K,C414,1500,EVV,Green,No,Evansville,Indiana,,
19-May-15,0214,CLINIC1,HELO,2500,CLE,Green,No,Cleveland,Ohio,,
19-May-15,0231,DAL1236,MD90 (BOEING - MD-9,7000,ATL,Green,No,Atlanta,Georgia,,
19-May-15,0233,SWA483,B737 (BOEING - 737-,11000,BOS,Green,No,Boston,Massachusetts,,
19-May-15,0238,UAL1134,B737 (BOEING - 737-,9000,PVD,Green,No,Providence,Rhode Island,,
19-May-15,0315,FDX1362,B757,2500,MEM,Green,No,Memphis,Tennessee,,
19-May-15,0333,CADS411,C30J,13000,AEX,Green,No,Alexandria,Louisiana,,
19-May-15,0355,SWA501,B733,8000,LAS,Green,No,Las Vegas,Nevada,,
19-May-15,0400,AWI4044,CRJ2,10000,MKE,Green,No,Milwaukee,Wisconsin,,
19-May-15,0526,SOO919,B734,2200,CVG,Green,No,Covington,Kentucky,,
19-May-15,0530,SWA1814,B737,29000,MCI,Green,No,Kansas city,Missouri,,
20-May-15,0105,SQH808,C208/G,2700,MSL,Green,No,Muscle Shoals,Alabama,,
20-May-15,0130,N573AG,EC120,1400,SAT,Green,No,San Antonio,Texas,,
20-May-15,0149,GGN7298,B190,3000,BAF,Green,No,Westfield/Springfield,Massachusetts,,
20-May-15,0158,AAL1598,B738,8000,MIA,Green,No,Miami,Florida,,
20-May-15,0219,UAL932,B777,200,IAD,Green,No,Washington,District of Columbia,,
20-May-15,0231,N53KP,C182,3000,DFW,Green,No,Dallas-Fort Worth,Texas,,
20-May-15,0236,DAL1624,MD90,2500,PHL,Green,No,Philadelphia,Pennsylvania,,
20-May-15,0310,PS4,HELO,2000,RDG,Green,No,Reading,Pennsylvania,,
20-May-15,0323,SKW2770,CRJ2,10000,PHX,Green,No,Phoenix,Arizona,,
20-May-15,0341,CADZ411,C30J (LOCKHEED MART,21000,AEX,Green,No,Alexandria,Louisiana,,
20-May-15,0440,FDX1608,DC10,6000,IND,Green,No,Indianapolis,Indiana,,
20-May-15,0450,FFT1265,A319,5500,LAS,Green,No,Las Vegas,Nevada,,
20-May-15,0507,N38JV,BE20,3500,BFL,Green,No,Bakersfield,California,,
20-May-15,0537,FDX1623,A306,4000,IND,Green,No,Indianapolis,Indiana,,
20-May-15,0622,MSQT246,P28A,3600,PHX,Green,No,Phoenix,Arizona,,
21-May-15,0252,PD1,AS50 (AEROSPATIALE,1400,SAT,Green,No,San Antonio,Texas,,
21-May-15,0351,FDX27,B777,8000,MEM,Green,No,Memphis,Tennessee,,
21-May-15,0353,N4197D,DA42,7500,TUS,Green,No,Tucson,Arizona,,
21-May-15,0356,N79JT,PA44,900,SJC,Green,No,San Jose,California,,
21-May-15,0356,SQH79,C208,1000,IPL,Green,No,Imperial,California,,
21-May-15,0418,FDX1248,A310,2000,MEM,Green,No,Memphis,Tennessee,,
21-May-15,0505,ASA239,B737,8000,SEA,Green,No,Seattle,Washington,,
21-May-15,0556,N6043M,C162,2000,S50,Green,No,Auburn,Washington,,
21-May-15,0629,UAL1695,B737,9000,SEA,Green,No,Seattle,Washington,,
21-May-15,0652,UNKN,UNKN,10000,LAX,Green,No,Los Angeles,California,,
21-May-15,0722,UNKN,UNKN,10000,LAX,Green,No,Los Angeles,California,,
22-May-15,0119,JBU1262,A320,3000,JFK,Green,No,New York,New York,,
22-May-15,0202,JBU102,E190,2600,BUF,Green,No,Buffalo,New York,,
22-May-15,0212,ASQ4536,E145,3000,LUK,Green,No,Cincinnati,Ohio,,
22-May-15,0245,JBU1579,A320,3000,FLL,Green,No,Fort Lauderdale,Florida,,
22-May-15,0305,N73610,C172,6000,MEZ,Green,No,Mena,Arkansas,,
22-May-15,0314,N805PA,DA42,900,DAB,Green,No,Daytona Beach,Florida,,
22-May-15,0320,SWA251,B737,8000,HOU,Green,No,Houston,Texas,,
22-May-15,0330,N910WM,SR22,1400,SRQ,Green,No,Sarasota/Bradenton,Florida,,
22-May-15,0332,DAL1133,A319/L,12000,LQK,Green,No,Pickens,South Carolina,,
22-May-15,0335,N391PH,EC35,2500,ATW,Green,No,Appleton,Wisconsin,,
22-May-15,0410,N3609E,C172,2300,BIS,Green,No,Bismarck ,North Dakota,,
22-May-15,0420,ASH5595,CRJ9,3000,VNY,Green,No,Van Nuys,California,,
22-May-15,0424,N852AL,PC12/G,2000,HIO,UNKN,No,Portland,Oregon,,
22-May-15,0425,SKW2886,CRJ2,900,FAT,Green,No,Fresno,California,,
22-May-15,0524,AAL152,B738,3000,MIA,Green,No,Miami,Florida,,
22-May-15,0525,ASA384,B737,1000,PDX,Green,No,Portland,Oregon,,
22-May-15,0607,HAL556,B717-200,3000,HNL,Green,No,Honolulu,Hawaii,,
22-May-15,0847,SWA4460,B737,3200,MSP,Green,No,Minneapolis,Minnesota,,
23-May-15,0140,SWA402,B737,3000,FMY,UNKN,No,Fort Myers ,Florida,,
23-May-15,0143,TCF5988,E170,5500,CMH,Green,No,Columbus,Ohio,,
23-May-15,0154,N814MV,C172,900,MCO,Green,No,Orlando,Florida,,
23-May-15,0210,SWA142,B737,4000,MDW,Green,No,Chicago,Illinois,,
23-May-15,0217,SWA407,B737 (BOEING - 737-,7000,FMY,Green,No,Fort Myers ,Florida,,
23-May-15,0230,SWA2813,B737,4700,CAK,Green,No,Akron,Ohio,,
23-May-15,0235,N2011N,C140 (CESSNA - 140),2800,ECB,Green,No,Newcombe,Kentucky,,
23-May-15,0255,SKW5582,E170,11000,GYY,Green,No,Gary,Indiana,,
23-May-15,0320,SWA3217,B733,3000,PHX,Green,No,Phoenix,Arizona,,
23-May-15,0326,ASQ5345,CRJ2,4000,DTN,Green,No,Shreveport,Louisiana,,
23-May-15,0350,REH13,EC35,4000,ONT,Green,No,Ontario,California,,
23-May-15,0405,ASA510,B737,3000,83CA,Green,No,Costa Mesa,California,,
23-May-15,0410,SKW479Z,CRJ7,2300,HOU,Green,No,Houston,Texas,,
23-May-15,0500,UAL704,A320,1000,SFO,Green,No,San Francisco,California,,
23-May-15,0506,SWA1004,B737 (BOEING - 737-,3000,MDW,Green,No,Chicago,Illinois,,
23-May-15,0653,LN438CR,BE20,1600,DAL,Green,No,Dallas,Texas,,
24-May-15,0035,SIL92,SF340,7500,FXE,Green,No,Fort Lauderdale,Florida,,
24-May-15,0115,N89811,C172,1000,PNS,Green,No,Pensacola,Florida,,
24-May-15,0145,N302AK,GLEX,6000,GYY,Green,No,Gary,Indiana,,
24-May-15,0150,STY200,BE20/G,17000,1B6,Green,No,Hopedale,Massachusetts,,
24-May-15,0240,NKS710,A321,5500,EWR,Green,No,Newark,New Jersey,,
24-May-15,0255,UAL1929,B737,2900,CLE,Green,No,Cleveland,Ohio,,
24-May-15,0318,SWA1285,B737/L,6000,HOU,Green,No,Houston,Texas,,
24-May-15,0321,SWA533,B737/L,8000,HOU,Green,No,Houston,Texas,,
24-May-15,0329,UAL594,A319,5000,PHX,Green,No,Phoenix,Arizona,,
24-May-15,0336,DAL1280,B739,14000,OGD,Green,No,Ogden,Utah,,
24-May-15,0338,ASH5735,CRJ9,7000,PHX,Green,No,Phoenix,Arizona,,
24-May-15,0351,SWA3215,B737/L,24000,NJK,Green,No,El Centro,California,,
24-May-15,0430,SKW3483,CRJ7 (CANADAIR - Ch,7000,BOI,Green,No,Boise,Idaho,,
24-May-15,0458,UAL1492,B739,4000,PHX,Green,No,Phoenix,Arizona,,
24-May-15,0505,HPD75F,S330,500,HOU,Green,No,Houston,Texas,,
24-May-15,0515,PD75F,S330 (SCHWEIZER - 3,500,HOU,Green,No,Houston,Texas,,
24-May-15,0546,SKW466Z,CRJ7,8000,BFL,Green,No,Bakersfield,California,,
25-May-15,0113,N297WJ,BE35,1200,ILG,Green,No,Wilmington,Delaware,,
25-May-15,0152,AAL1307,B738,16000,BNA,Green,No,Nashville,Tennessee,,
25-May-15,0238,JBU122,A320 (AIRBUS - A-32,13000,BOS,Green,No,Boston,Massachusetts,,
25-May-15,0331,DAL1060,B712,6000,SAT,Green,No,San Antonio,Texas,,
25-May-15,0353,UNKN,UNKN,7000,PHX,Green,No,Phoenix,Arizona,,
25-May-15,0400,N717HP,C208,3000,CLE,Green,No,Cleveland,Ohio,,
25-May-15,0415,UNKN,HELO (HELO - HELO),3000,CLE,Green,No,Cleveland,Ohio,,
25-May-15,0630,HAL125,B712,200,HNL,Green,No,Honolulu,Hawaii,,
25-May-15,0633,UAL8198,B739,1000,HNL,Green,No,Honolulu,Hawaii,,
25-May-15,0713,DAL2237,B753,800,HNL,Green,No,Honolulu,Hawaii,,
25-May-15,0718,DAL952,B753,1000,HNL,Green,No,Honolulu,Hawaii,,
26-May-15,0115,N68PF,SR22,2000,FRG,Green,No,Farmingdale,New York,,
26-May-15,0145,N7710K,PA44,2000,PBI,Green,No,West Palm Beach,Florida,,
26-May-15,0245,UAL1133,B739/L,17000,IAD,Green,No,Washington,District of Columbia,,
26-May-15,0320,G823,CH47,6500,BDU,Green,No,Boulder,Colorado,,
26-May-15,0342,DAL1080,B712 (BOEING - 717-,6000,SAT,Green,No,San Antonio,Texas,,
26-May-15,0355,GJS3625,CRJ7,5000,ROC,Green,No,Rochester ,New York,,
26-May-15,0416,SKW425P,CRJ2 (CANADAIR - Ch,8000,DEN,Green,No,Denver,Colorado,,
26-May-15,0538,AAL721,A321 (AIRBUS - A-32,8500,PHX,Green,No,Phoenix,Arizona,,
26-May-15,0538,SWA3314,B737,8500,PHX,Green,No,Phoenix,Arizona,,
26-May-15,0602,AAL161,B752,4000,OGG,Green,No,Kahului,Hawaii,,
26-May-15,0619,N513WF,C172,1000,SEA,Green,No,Seattle,Washington,,
26-May-15,0720,SWA9020,B737,2000,PHX,Green,No,Phoenix,Arizona,,
26-May-15,2357,N271CR,C414,1800,07PR,Green,No,Isabela,Puerto Rico,,
27-May-15,0121,N306EM,CL30,2500,AML,Green,No,Herndon,Virginia,,
27-May-15,0220,R823,H47 (BOEING - CH-47,6500,BDU,Green,No,Boulder,Colorado,,
27-May-15,0255,N35A,AS350,1200,MFE,Green,No,McAllen,Texas,,
27-May-15,0422,N368TS,DA42,9000,VNY,Green,No,Van Nuys,California,,
27-May-15,0540,VRD752,A320,3000,SEA,Green,No,Seattle,Washington,,
27-May-15,0623,MED2,HELO,500,BOS,Green,No,Boston,Massachusetts,,
27-May-15,0647,SWA3029,B737,4000,BWI,Green,No,Baltimore,Maryland,,
27-May-15,0702,ASA469,B738,3000,SEA,Green,No,Seattle,Washington,,
27-May-15,0703,ASA601,B737,3000,SEA,White,No,Seattle,Washington,,
27-May-15,0833,AAL1905,A321,3000,PHX,Green,No,Phoenix,Arizona,,
28-May-15,0101,AAL321,B738,2000,DCA,Green,No,Washington,District of Columbia,,
28-May-15,0133,AAL185,A321,8000,FRG,Green,No,Farmingdale,New York,,
28-May-15,0135,TCF4213,E145,8000,LGA,Green,No,New York,New York,,
28-May-15,0138,N6003Y,BE76 (BEECH - 76 Du,900,MLB,Green,No,Melbourne,Florida,,
28-May-15,0140,DAL2634,B717,8000,LGA,Green,No,New York,New York,,
28-May-15,0154,AAL2304,MD82,1800,IND,Green,No,Indianapolis,Indiana,,
28-May-15,0155,DAL2292,B717,8000,LGA,Green,No,New York,New York,,
28-May-15,0214,UPS9719,A306,8000,ORD,Green,No,Chicago,Illinois,,
28-May-15,0218,N3904S,C172,3000,AGC,Green,No,Pittsburgh,Pennsylvania,,
28-May-15,0228,N385RC,LJ55,12000,PMM,Green,No,Pullman,Michigan,,
28-May-15,0244,C6025,H60,1900,MOB,Green,No,Mobile,Alabama,,
28-May-15,0255,ELVIS52,C-17,2000,MEM,Green,No,Memphis,Tennessee,,
28-May-15,0325,SCX249,B738,3000,JFK,Green,No,New York,New York,,
28-May-15,0331,JBU1352,A320,11000,PVD,Green,No,Providence,Rhode Island,,
28-May-15,0350,CPZ5718,E170,7000,N05,Green,No,Hackettstown,New Jersey,,
28-May-15,0400,ASA510,B737,1700,SNA,Green,No,Santa Ana,California,,
28-May-15,0408,UAL1165,B738,13000,ONT,Green,No,Ontario,California,,
28-May-15,0415,SKW425P,CRJ2,17000,DEN,Green,No,Denver,Colorado,,
28-May-15,0518,ASA842,B738,6000,SQL,Green,No,San Carlos,California,,
28-May-15,0520,AAL2495,B738,11000,ONT,Green,No,Ontario,California,,
28-May-15,0542,SWA3561,B738,5000,SAN,Green,No,San Diego,California,,
28-May-15,0547,ASA505,B737-400,3000,SEA,Green,No,Seattle,Washington,,
28-May-15,0605,AAL223,B738,9000,ONT,Green,No,Ontario,California,,
28-May-15,0623,UAL234,A320,2000,LAX,Green,No,Los Angeles,California,,
28-May-15,0748,FFT1126,A320 (AIRBUS - A-32,9000,LAS,Green,No,Las Vegas,Nevada,,
28-May-15,0820,SWA1974,B737,11000,PHX,Green,No,Phoenix,Arizona,,
29-May-15,0055,AIRCARE,HELO,1300,BAL,Green,No,Baltimore,Maryland,,
29-May-15,0120,N5196P,C182/G,9500,LNS,Green,No,Lancaster,Pennsylvania,,
29-May-15,0130,AAY859,MD83,3000,PIE,Green,No,St Petersburg -Clearwater,Florida,,
29-May-15,0130,SKY 5,HELO,1500,MEM,Green,No,Memphis,Tennessee,,
29-May-15,0136,JIA5325,CRJ2,2700,CLT,Green,No,Charlotte,North Carolina,,
29-May-15,0205,AAY875,A320,9000,BKV,Green,No,Brooksville,Florida,,
29-May-15,0208,AWI3935,CRJ2,2500,CAE,Green,No,Columbia,South Carolina,,
29-May-15,0225,JBU761,A320,4000,PBI,Green,No,West Palm Beach,Florida,,
29-May-15,0228,SWA381,B737,3500,BWI,Blue,No,Baltimore,Maryland,,
29-May-15,0245,JBU714,E190/L,13000,PVD,Green,No,Providence,Rhode Island,,
29-May-15,0252,N5195L,COL4,4000,4J6,Green,No,St. Marys,Georgia,,
29-May-15,0257,ASQ4475,E135 (EMBRAER - EMB,2500,GRK,Green,No,Killeen (Fort Hood),Texas,,
29-May-15,0303,AAL1478,B738,10500,FLL,Green,No,Fort Lauderdale,Florida,,
29-May-15,0402,SKW2786,CRJ2,2000,BFL,Green,No,Bakersfield,California,,
29-May-15,0406,RDDL491,C172,4000,PBI,Blue,No,West Palm Beach,Florida,,
29-May-15,0503,N237PC,PAY2,2000,MEM,Green,No,Memphis,Tennessee,,
30-May-15,0144,DAL2056,MD90,2600,DAY,Green,No,Dayton,Ohio,,
30-May-15,0202,AAL2235,B737,26000,AND,Green,No,Anderson,South Carolina,,
30-May-15,0220,WATCH3,HELO,300,SRQ,Green,No,Sarasota/Bradenton,Florida,,
30-May-15,0226,DAL2654,B712,2600,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania,,
30-May-15,0228,SWA218,B737 (BOEING - 737-,3500,BWI,Green,No,Baltimore,Maryland,,
30-May-15,0319,AAL1793,A321,7200,PIT,Green,No,Pittsburgh,Pennsylvania,,
30-May-15,0350,N6259D,C172,4000,SNA,Green,No,Santa Ana,California,,
30-May-15,0351,N9GT,C172,4500,MSP,Green,No,Minneapolis,Minnesota,,
30-May-15,0405,SWA1340,B737,6000,SNA,Green,No,Santa Ana,California,,
30-May-15,0408,ASQ5156,CRJ2,11000,HEZ,Green,No,Natchez,Mississippi,,
30-May-15,0425,AAL1431,B737,2500,PHL,Green,No,Philadelphia,Pennsylvania,,
30-May-15,0439,DAL1061,B738 (BOEING - 737-,9500,POC,Green,No,La Verne,California,,
30-May-15,0440,CTL4,AC50,1200,PBI,Green,No,West Palm Beach,Florida,,
30-May-15,0442,DAL604T,B752 (BOEING - 757-,7000,EMT,Green,No,El Monte,California,,
30-May-15,0458,SWA1516,B738 (BOEING - 737-,3800,SAN,Green,No,San Diego,California,,
30-May-15,0459,FFT761,A320,6500,LAS,Green,No,Las Vegas,Nevada,,
30-May-15,0525,HAL26,A332,3000,PDX,Green,No,Portland,Oregon,,
30-May-15,0530,SWA472,B738 (BOEING - 737-,5000,SEA,Green,No,Seattle,Washington,,
31-May-15,0024,DAL2056,MD90 (BOEING - MD-9,0,DAY,Green,No,Dayton,Ohio,,
31-May-15,0230,DAL1596,A319,7000,COL,Red,No,Colts Neck,New Jersey,,
31-May-15,0242,AVTR1,C172,1500,DAL,Green,No,Dallas ,Texas,,
31-May-15,0400,FYNST19,HELO,1000,LGA,Green,No,New York,New York,,
31-May-15,0423,SAW1540,B737,8000,HOU,Green,No,Houston,Texas,,
31-May-15,0510,NKS208,A319,2200,DFW,Green,No,Dallas-Fort Worth,Texas,,
31-May-15,0609,AAY565,MD83,10500,LAS,Green,No,Las Vegas,Nevada,,
1-Jun-15,0040,C6572,H65,900,BQN,Green,No,Aguadilla,Puerto Rico,,
1-Jun-15,0120,ARWLF06,H60,3000,NIP,Green,No,Jacksonville,Florida,,
1-Jun-15,0140,RPA4337,E170,7000,MIA,Green,No,Miami,Florida,,
1-Jun-15,0231,AMF8012,B190,4000,DFW,Green,No,Dallas-Fort Worth,Texas,,
1-Jun-15,0305,N67639,C152,2000,DTO,Green,No,Denton,Texas,,
1-Jun-15,0315,JBU1197,A320,4000,FLL,Green,No,Fort Lauderdale,Florida,,
1-Jun-15,0323,JBU469,A320,6000,FLL,Green,No,Fort Lauderdale,Florida,,
1-Jun-15,0335,SWA543,B737,11000,LAS,Green,No,Las Vegas,Nevada,,
1-Jun-15,0348,SKW725M,E170,14000,ATL,Green,No,Atlanta,Georgia,,
1-Jun-15,0355,FFT558,A39,10000,DEN,Green,No,Denver,Colorado,,
1-Jun-15,0422,SWA1540,B737 (BOEING - 737-,8000,HOU,Green,No,Houston,Texas,,
1-Jun-15,0425,ASH5759,CRJ9/L,10000,DFW,Green,No,Dallas-Fort Worth,Texas,,
1-Jun-15,0630,JBU72,A320,11000,SLC,Green,No,Salt Lake City,Utah,,
2-Jun-15,0001,JBU951,A320,1600,MCO,Green,No,Orlando,Florida,,
2-Jun-15,0023,AMF6603,SW4,1000,MIA,Green,No,Miami,Florida,,
2-Jun-15,0028,FNT30,C206,7500,LAX,Green,No,Los Angeles,California,,
2-Jun-15,0120,AIRWOLF6,H60 (ASTA - S-70 Se,3000,CRG,Green,No,Jacksonville,Florida,,
2-Jun-15,0200,560H,C560,3000,AIK,Green,No,Aiken,South Carolina,,
2-Jun-15,0229,AAL894,A321,11000,DFW,Green,No,Dallas-Fort Worth,Texas,,
2-Jun-15,0255,ASQ4464,E145,3000,MLU,Green,No,Monroe,Louisiana,,
2-Jun-15,0330,AAL2489,A321,4000,LAX,Green,No,Los Angeles,California,,
2-Jun-15,0350,ASH5748,CRJ9,3500,IRW,Green,No,Oklahoma City,Oklahoma,,
2-Jun-15,0420,N35HC,C510,11000,PVU,Multiple,No,Provo,Utah,,
2-Jun-15,0435,N605A,C162,3000,VNY,Green,No,Van Nuys,California,,
2-Jun-15,0500,TCF3507,E170,6000,IND,Green,No,Indianapolis,Indiana,,
2-Jun-15,2240,FDX358,MD11,1600,MCO,Red,No,Orlando,Florida,,
3-Jun-15,0000,FFT1173,A320,20000,MCO,Green-White,No,Orlando,Florida,,
3-Jun-15,0139,UAL1610,B737,16000,BDL,Green,No,Windsor Locks,Connecticut,,
3-Jun-15,0145,NKS443,A320,6000,FLL,Green,No,Fort Lauderdale,Florida,,
3-Jun-15,0201,N560H,C56X (CESSNA - 560X,3000,AIK,Green,No,Aiken,South Carolina,,
3-Jun-15,0307,SWA815,B737,1000,LGA,Green,No,New York,New York,,
3-Jun-15,0355,AAL231,B737,9000,LAX,Green,No,Los Angeles,California,,
3-Jun-15,0359,N54678,C172,5500,L26,Green,No,Hesperia,California,,
3-Jun-15,0402,N9004W,C172,4000,HFY,Green,No,Indianapolis,Indiana,,
3-Jun-15,0427,SWA134,B737,4000,LAS,Green,No,Las Vegas,Nevada,,
3-Jun-15,0450,SKW376Z,CRJ2,7000,GJT,Green,No,Grand Junction,Colorado,,
3-Jun-15,0511,MSQT77,PA44,4500,PHX,Green,No,Phoenix,Arizona,,
3-Jun-15,0550,FDX,B767,16000,HUF,Green,No,Terre Haute,Indiana,,
3-Jun-15,0600,SWA546,B737,8000,POC,Green,No,La Verne,California,,
3-Jun-15,0811,N4349J,P28RKSCL,6000,SLC,Green,No,Salt Lake City,Utah,,
4-Jun-15,0208,UCA4846,DH8B,8500,MMU,Green,No,Morristown,New Jersey,,
4-Jun-15,0220,ASQ4615,E145,3500,MMU,Green,No,Morristown,New Jersey,,
4-Jun-15,0228,SWA253,B737,1000,MSY,Green,No,New Orleans,Louisiana,,
4-Jun-15,0250,SKW349Z,CRJ2,3000,SBN,Green,No,South Bend ,Indiana,,
4-Jun-15,0254,N57PE,B350,3500,AUS,Green,No,Austin,Texas,,
