Incident Date,Incident Time,Flight ID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State ,,
16-Jul-15,0307,UPS1375,B757,16000,APC,Green,No,Napa,California,,
16-Jul-15,0320,N29ND,C150 (CESSNA - 150),19000,OMN,Green,No,Ormond Beach,Florida,,
16-Jul-15,0330,N984SC,C310,16000,DEN,Green,No,Denver,Colorado,,
16-Jul-15,0345,FFT266,A319,12000,MHF,Green,No,Smith Point,Texas,,
16-Jul-15,0355,FDX1607,DC10,4000,AGC,UNKN,No,Pittsburgh,Pennsylvania,,
16-Jul-15,0427,MIL-STEEL1,,1800,HOU ,Green,No,Houston,Texas,,
16-Jul-15,0429,URF404,PC12,9000,EWR,Green,No,Newark,New Jersey,,
16-Jul-15,0455,N5208D,C172,8000,PHX,Green,No,Phoenix ,Arizona,,
16-Jul-15,0500,RDDL455,C130 (LOCKHEED - AC,8000,PHX,Green,No,Phoenix,Arizona,,
16-Jul-15,0512,SKW2892,CRJ2,16000,O69,Green,No,Petaluma,California,,
16-Jul-15,0512,SKW4628,CRJ9,39000,DEN,Green,No,Denver,Colorado,,
16-Jul-15,0522,N424PA,P28A,14000,PVU,Green,No,Provo,Utah,,
16-Jul-15,0540,ASA66,B738,7000,POM   ,Green,No,Pomona,California,,
16-Jul-15,0605,N30VH,R22,8000,PHX,Green,No,Phoenix,Arizona,,
16-Jul-15,0610,COUCH1,F16 (GENERAL DYNAMI,11000,LIT,Green,No,Little Rock,Arkansas,,
16-Jul-15,0647,SNOOPY1,F16 (GENERAL DYNAMI,3000,EWR,Green,No,Newark,New Jersey,,
16-Jul-15,0729,N992CT,DA20 (DIAMOND - Ecl,7000,SAN,Green,No,San Diego,California,,
16-Jul-15,0805,UPS1216,B757,8000,ONT,Green,No,Ontario    ,California,,
16-Jul-15,1523,UAL1984,B738,5000,SAN,Green,No,San Diego,California,,
16-Jul-15,2234,G23266,UH60,4000,MSY,Green,No,New Orleans,Louisiana,,
17-Jul-15,0131,RPA4466,E170,5000,SMO,Green,No,Santa Monica,California,,
17-Jul-15,0145,ASQ4565,E45X/L,8000,LAS,White,No,Las Vegas,Nevada,,
17-Jul-15,0154,SWA2501,B737,5000,PDX,Green,No,Portland,Oregon,,
17-Jul-15,0231,N470U,C172,19000,PWK,Green,No,Chicago/Prospect Heights/Wheeling,Illinois,,
17-Jul-15,0307,UPS1345,B752 (BOEING - 757-,9000,LAX,Green,No,Los Angeles,California,,
17-Jul-15,0310,SWA1618,B737,10500,SAT,Green,No,San Antonio,Texas,,
17-Jul-15,0316,N800CR,GLF4,24000,SDF,Green,No,Louisville,Kentucky,,
17-Jul-15,0345,VRD367,A320,2000,NKX,Green,No,San Diego,California,,
17-Jul-15,0356,N280CN,SR22,UNKN,COS,UNKN,No,Colorado Springs,Colorado,,
17-Jul-15,0415,N3455C,C170,10000,SDF,Green,No,Louisville,Kentucky,,
17-Jul-15,0420,CPZ5749,E170/L,UNKN,HFD,Green,No,Hartford,Connecticut,,
17-Jul-15,0425,N2443F,PA38,UNKN,GUM,Green,No,Guam,Guam,,
17-Jul-15,0428,FDX1603,DC10,5000,SAN,Green,No,San Diego,California,,
17-Jul-15,0435,X4DT,HELO,4000,MAN,Green,No,Nampa,Idaho,,
17-Jul-15,0450,JBU948,A320/L,20000,POM   ,Green,No,Pomona,California,,
17-Jul-15,0510,N6643N,C210,3500,PBI,Green,No,West Palm Beach,Florida,,
17-Jul-15,0513,N84SC,C310 (CESSNA - 310),300,PBI,Green,No,West Palm Beach,Florida,,
17-Jul-15,1550,UNKN,UNKN,9000,LAX,Green,No,Los Angeles,California,,
18-Jul-15,0158,RPA4466,E170 (EMBRAER - 170,2000,PHL,Green,No,Philadelphia,Pennsylvania,,
18-Jul-15,0206,SWA2501,B738 (BOEING - 737-,1800,HOU ,Green,No,Houston,Texas,,
18-Jul-15,0219,DAL2229,MD90,12000,ODF,Green,No,Toccoa,Georgia,,
18-Jul-15,0248,LIBERTY306,HELO (HELO - HELO),1000,MFE,Green,No,McAllen,Texas,,
18-Jul-15,0253,TCF3534,E170,5000,FSD,Green,No,Sioux Falls,South Dakota,,
18-Jul-15,0257,N40V,BE55,3500,DFW,Green,No,Dallas-Fort Worth,Texas,,
18-Jul-15,0317,N723HC,LJ60,UNKN,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania,,
18-Jul-15,0320,AAL1562,MD88/L,14000,DFW,Green,No,Dallas-Fort Worth,Texas,,
18-Jul-15,0320,AAL2350,B738/L,14000,DFW,Green,No,Dallas-Fort Worth,Texas,,
18-Jul-15,0331,ASH4011,E170,5000,MDD,Green,Yes,Midland,Texas,,
18-Jul-15,0348,N5222D,C172,8500,COS,Green,No,Colorado Springs,Colorado,,
18-Jul-15,0357,N5140B,C152,4500,TVC,Green,No,Traverse City,Michigan,,
18-Jul-15,0357,N800CR,GLF4 (GULFSTREAM AE,5000,DFW,Green,No,Dallas-Fort Worth,Texas,,
18-Jul-15,0408,UAL1205,B757,7000,LAX,Green,No,Los Angeles,California,,
18-Jul-15,0420,N280CN,SR22 (CIRRUS - SR-2,2800,MZB,Green,No,San Diego,California,,
18-Jul-15,0420,SKW5443,CRJ2,11000,SQL,Green,No,San Carlos   ,California,,
18-Jul-15,0420,UAL371,A320,11000,SFO,Green,No,San Francisco,California,,
18-Jul-15,0427,FLG3797,CRJ9,2500,FSD,Green,No,Sioux Falls,South Dakota,,
18-Jul-15,0434,SKY5443,CRJ2 (CANADAIR - Ch,11000,SFO,Green,No,San Francisco,California,,
18-Jul-15,0445,ASA89,B737,13000,SEA,Green,No,Seattle,Washington,,
18-Jul-15,0445,SKW2996,CRJ2,4500,GLJ,Green,No,Santa Maria,California,,
18-Jul-15,0450,N844DH,HELO (HELO - HELO),4700,MAN,Green,No,Nampa,Idaho,,
18-Jul-15,0508,ASH5616,CRJ9,8400,PHX,Green,No,Phoenix,Arizona,,
19-Jul-15,0115,JIA5307,CRJ2 (CANADAIR - Ch,1000,DAB,Green,No,Daytona Beach,Florida,,
19-Jul-15,0143,UAL1552,B738,6000,COL   ,Green,No,Sioux City,Iowa,,
19-Jul-15,0156,JIA5037,CRJ2,1000,DAB,Green,No,Daytona Beach,Florida,,
19-Jul-15,0220,N421LQ,C421,3000,GLS,Green,No,Galveston,Texas,,
19-Jul-15,0240,AAL2325,B737 (BOEING - 737-,10000,WRI,Green,No,Wrightstown,New Jersey,,
19-Jul-15,0253,ENY3320,E145/L,11000,DFW,Green,No,Dallas-Fort Worth,Texas,,
19-Jul-15,0300,DAL498,B737,1000,AUS,Green,No,Austin,Texas,,
19-Jul-15,0318,NKS109,A319,8000,DTW,Green,No,Detroit,Michigan,,
19-Jul-15,0327,SKW881U,CRJ7,5000,ORD,Green,No,Chicago,Illinois,,
19-Jul-15,0329,ASQ2694,E145/L,12000,DFW,Green,No,Dallas-Fort Worth,Texas,,
19-Jul-15,0346,ASQ4363,E145,10500,ELP  ,Green,No,El Paso,Texas,,
19-Jul-15,0355,SWA2364,B737,4000,LAS      ,Green,No,Las Vegas,Nevada,,
19-Jul-15,0405,N654DP,BE35,UNKN,FWS,Green,No,Fort Worth,Texas,,
19-Jul-15,0410,SWA4632,B737,7000,FWS,Green,No,Fort Worth,Texas,,
19-Jul-15,0423,AAL1650,MD83,9000,ABQ,Green,No,Albuquerque,New Mexico,,
19-Jul-15,0425,N999UH,R44,8500,SLC,Green,No,Salt Lake City,Utah,,
19-Jul-15,0425,PDT4897,DH8A,2500,AVP,Blue,No,Wilkes-Barre/Scranton,Pennsylvania,,
19-Jul-15,0443,SKW3444,CRJ7,1000,SBA,Green,No,Santa Barbara,California,,
19-Jul-15,0446,ASH5758,CRJ9,11000,DFW,UNKN,No,Dallas-Fort Worth,Texas,,
19-Jul-15,0449,SWA1295,B737,10000,SAC ,Green,No,Sacramento,California,,
19-Jul-15,0519,AAL492,A321,5000,ADS,Green,No,Dallas    ,Texas,,
19-Jul-15,0620,SWA808,B737,12000,PDX,Green,No,Portland,Oregon,,
19-Jul-15,0639,UAL912,B757,16000,LAX,Green,No,Los Angeles,California,,
19-Jul-15,1016,UAL846,H/B763/L,13000,EFD,Green,No,Houston,Texas,,
20-Jul-15,0152,AWI3870,CRJ2,13500,PTW,Red,No,Pottstown,Pennsylvania,,
20-Jul-15,0258,SWA1757,B737,9000,DFW,Green,No,Dallas-Fort Worth,Texas,,
20-Jul-15,0300,RPA4382,E170 (EMBRAER - 170,6000,ORD,Green,No,Chicago,Illinois,,
20-Jul-15,0320,N408LL,B407,500,SUW,Green,No,Superior,Wisconsin,,
20-Jul-15,0323,POE579,DH8D (DE HAVILLAND,7000,DTW,Green,No,Detroit,Michigan,,
20-Jul-15,0440,VRD759,A319,3500,SQL,Green,No,San Carlos   ,California,,
20-Jul-15,0747,OMNI07,C130,6000,MHR,Green,No,Sacramento,California,,
21-Jul-15,0140,UCA021,DH8,14000,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania,,
21-Jul-15,0150,N117KS,C172,2000,CAK,Green,No,Akron,Ohio,,
21-Jul-15,0205,AAL1976,A321,3000,EWR,Green,No,Newark,New Jersey,,
21-Jul-15,0208,N124AE,B06 (BELL - 206A Je,1500,STL,Green,No,St. Louis,Missouri,,
21-Jul-15,0220,SWA876,B737,7000,GKY,Green,No,Arlington,Texas,,
21-Jul-15,0225,ACA909,A320,4000,FLL,Green,No,Fort Lauderdale,Florida,,
21-Jul-15,0228,SWA8625,B737,9000,FWS,Green,No,Fort Worth,Texas,,
21-Jul-15,0255,BAW288,B744,5000,PHX,Green,No,Phoenix,Arizona,,
21-Jul-15,0258,ENY3320,E145,9500,FWS,UNKN,No,Dallas-Fort Worth,Texas,,
21-Jul-15,0300,RPA4282,E170,8000,CMH,Blue,No,Columbus,Ohio,,
21-Jul-15,0310,AAL1562,MD83,10000,GKY,Green,No,Arlington,Texas,,
21-Jul-15,0313,ASH5768,CRJ9,100,GKY,Green,No,Arlington,Texas,,
21-Jul-15,0322,AAL1492,MD83,11000,GKY,Green,No,Arlington,Texas,,
21-Jul-15,0324,ENY3392,E145,9000,GKY,Green,No,Arlington,Texas,,
21-Jul-15,0330,DAL2529,MD88,3000,CLE ,Green,No,Cleveland,Ohio,,
21-Jul-15,0332,DAL2587,MD88,1200,DAB,Green,No,Daytona Beach,Florida,,
21-Jul-15,0335,KSU21,C172 (CESSNA - 172),3000,HYS,Green,No,Hays,Kansas,,
21-Jul-15,0417,FFT663,A320,3000,EWR,Green,No,Newark, New Jersey,,
21-Jul-15,0422,FDX1143,B757,4000,FWS,Green,No,Fort Worth,Texas,,
21-Jul-15,0423,BVN7279,C208,7000,FWS,Green,No,Fort Worth,Texas,,
21-Jul-15,0424,OMA 2AM,HELO,2300,MFE,Green,No,McAllen,Texas,,
21-Jul-15,0425,SKW3434,E170,11000,SLC,Green,No,Salt Lake City ,Utah,,
21-Jul-15,0429,N287MK,P28A,2800,FAR,Green,No,Fargo,North Dakota,,
21-Jul-15,0433,UAL1491,B739,1000,PDX,Green,No,Portland,Oregon,,
21-Jul-15,0440,FDX1149,B757,10000,FWS,Green,No,Fort Worth,Texas,,
21-Jul-15,0450,WOLF44,DA42,6000,SLC,Green,No,Salt Lake City,Utah,,
21-Jul-15,0515,N706VA,GLF4/G,12500,VCV,Green,No,Victorville,California,,
21-Jul-15,0523,LF38,HELO,5500,SLC,Green,No,Salt Lake City ,Utah,,
21-Jul-15,0644,ASA356,B738,1000,OAK,Green,No,Oakland,California,,
21-Jul-15,0645,ROU1848,A319,7000,SFO,Green,No,San Francisco,California,,
21-Jul-15,0744,AAL557,A319,6500,SFO,Green,No,San Francisco,California,,
21-Jul-15,0930,JIA5165,CRJ2,200,CHA,Green,No,Chattanooga,Tennessee,,
21-Jul-15,2336,C6573,H65,1000,BQN,Green,No,Aguadilla,Puerto Rico,,
21-Jul-15,2356,CG6573,H60 (ASTA - S-70 Se,1000,BQN,Green,No,Aguadilla,Puerto Rico,,
22-Jul-15,0130,ENY3193,CRJ7,3000,SYR,Green,No,Syracuse,New York,,
22-Jul-15,0136,AAL2178,B738/L,1000,MIA,Green,No,Miami,Florida,,
22-Jul-15,0139,ASQ5887,E145,7000,EWR,Green,No,Newark,New Jersey,,
22-Jul-15,0147,TCF3482,E170,7000,N72,Green,No,Warwick,New Jersey,,
22-Jul-15,0200,DAL1225,MD90,11000,TPA,Green,No,Tampa,Florida,,
22-Jul-15,0200,JIA5195,CRJ9,3000,CVG,Green,No,Covington,Kentucky,,
22-Jul-15,0220,UAL1767,B738,3000,BDL,UNKN,No,Windsor Locks,Massachusetts,,
22-Jul-15,0227,STAR 4,HELO,700,ISM,Green,No,Orlando,Florida,,
22-Jul-15,0238,JBU418,A320,900,BOS,Green,No,Boston,Massachusetts,,
22-Jul-15,0239,ACA368,E190,1000,BOS,UNKN,No,Boston,Massachusetts,,
22-Jul-15,0316,ASH5758,CRJ2 (CANADAIR - Ch,8000,GKY,Green,No,Arlington,Texas,,
22-Jul-15,0328,UAL1933,B738,3000,EWR,Green,No,Newark,New Jersey,,
22-Jul-15,0340,AAL209,B738,4000,LAX,Green,No,Los Angeles,California,,
22-Jul-15,0405,NKS710,A321,7500,LGA,Green,No,New York,New York,,
22-Jul-15,0408,UPS1365,A306,16700,LEX,Green,No,Lexington,Kentucky,,
22-Jul-15,0410,URF211,PC12,3000,HYI,Green,No,San Marcos,Texas,,
22-Jul-15,0418,UPS1345,B752,21000,   LEX     ,Green,No,Lexington,Kentucky,,
22-Jul-15,0425,904PA,BE9L,6000,BFL,Green,No,Bakersfield,California,,
22-Jul-15,0428,CONDR26,SW4,8500,GEG,Green,No,Spokane ,Washington,,
22-Jul-15,0430,N278MK,P28A (AICSA - Arche,2800,FAR,Green,No,Fargo,North Dakota,,
22-Jul-15,0430,RPA4409,E170,2500,BDL,Green,No,Windsor Locks,Connecticut,,
22-Jul-15,0450,SKW5611,CRJ7,8000,SMO,Green,No,Santa Monica  ,California,,
22-Jul-15,0510,JIA93,CRJ9,3000,AUS,Green,No,Austin,Texas,,
22-Jul-15,0510,UAL1635,B737,800,AUS,Green,No,Austin,Texas,,
22-Jul-15,0525,SWA157,B737,13000,OVE,Green,No,Oroville,California,,
22-Jul-15,0530,SWA481,B737,12000,ONT,Green,No,Ontario,California,,
22-Jul-15,1048,AAL930,B767,2000,MIA,Blue-White,No,Miami,Florida,,
22-Jul-15,1101,GLDN22,KC10 (McDonnell Dou,5000,SUU,Green,No,Fairfield,California,,
23-Jul-15,0143,N29ND,C150,2200,DAB,Green,No,Daytona Beach,Florida,,
23-Jul-15,0200,AAL1630,B738 (BOEING - 737-,28000,SHD,Green,No,Staunton/Waynesboro/Harrisonburg,Virginia,,
23-Jul-15,0209,UAL1662,B739,10000,ORD,Green,No,Chicago,Illinois,,
23-Jul-15,0215,JBU1090,E190,3000,BOS,Green,No,Boston,Massachusetts,,
23-Jul-15,0220,N101LU,C172/G,600,BCT,Blue,No,Boca Raton,Florida,,
23-Jul-15,0230,GJS6253,CRJ7/L,22000,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania,,
23-Jul-15,0234,M61426,H269,2500,ABE,Green,No,Allentown,Pennsylvania,,
23-Jul-15,0239,GPD82,PC12,1500,BVY,Green,No,Beverly,Massachusetts,,
23-Jul-15,0245,GJS3654,CRJ7,3100,TVC,Green,No,Traverse City,Michigan,,
23-Jul-15,0248,N424ER,C172,1700,OMN,Green,No,Ormond Beach ,Florida,,
23-Jul-15,0319,FDX1631,A310,8000,IND,Green,No,Indianapolis,Indiana,,
23-Jul-15,0328,EAGLE1,HELO,1000,ONT,Green,No,Ontario,California,,
23-Jul-15,0358,ASH5777,CRJ9,5000,ADS,Green,No,Dallas-Fort Worth,Texas,,
23-Jul-15,0413,SKW593K,CRJ2,11000,LNK,Green,No,Lincoln,Nebraska,,
23-Jul-15,0421,N519XL,XL2,2000,SNA,Green,No,Santa Ana,California,,
23-Jul-15,0425,COMBAT41,F35 (LOCKHEED MARTI,1700,YUM,Green,No,Yuma,Arizona,,
23-Jul-15,0425,N904PA,"BE9L (BEECH - ""King",6000,BFL,Green,No,Bakersfield,California,,
23-Jul-15,0430,FDX1303,A306,9000,MEM,Green,No,Memphis,Tennessee,,
23-Jul-15,0430,LORD33,C130 (LOCKHEED - AC,3500,SKA,Green,No,Spokane,Washington,,
23-Jul-15,0430,N918VT,C172,6500,ONT,Green,No,Ontario,California,,
23-Jul-15,0431,FDX1293,B757,6000,MEM      ,Green,Yes,Memphis   ,Tennessee,,
23-Jul-15,0505,SKW5304,CRJ2,4000,SFO,Green,No,San Francisco,California,,
23-Jul-15,0548,AAL1335,B737,4000,LAS,Blue,No,Las Vegas,Nevada,,
23-Jul-15,0555,DAL2510,B757,6500,SJC,Green,No,San Jose,California,,
23-Jul-15,0615,MUL1724,C208,6000,OGG,Green,No,Kahului,Hawaii,,
23-Jul-15,0800,AAL1150,B738,9000,HIO,Green,No,Portland,Oregon,,
23-Jul-15,0905,FDX53,DC10,3000,MEM,Green,No,Memphis,Tennessee,,
24-Jul-15,0119,ACA779,E190,6000,EWR,Green,No,Newark,New Jersey,,
24-Jul-15,0119,PDT4778,DH8A,3000,PHL,Green-White,No,Philadelphia,Pennsylvania,,
24-Jul-15,0122,TCF3572,E170,6000,EWR,Green,No,Newark,New Jersey,,
24-Jul-15,0124,XRAY44,U2,16000,PMD,Green,No,Palmdale,California,,
24-Jul-15,0132,HMED8,HELO,1500,CHO,Green,No,Charlottesville,Virginia,,
24-Jul-15,0220,PEG01,HELO,2700,CHO,Green,No,Charlottesville,Virginia,,
24-Jul-15,0230,UPS1189,B767,28000,ABE,Green,No,Allentown,Pennsylvania,,
24-Jul-15,0234,N61426,HELO (HELO - HELO),2500,ABE,Green,No,Allentown,Pennsylvania,,
24-Jul-15,0324,NKS326,A320,6000,IAH,Green,No,Houston,Texas,,
24-Jul-15,0328,FONTANA,B206,1500,CA29,Green,No,Fontana,California,,
24-Jul-15,0357,AAL721,A321,5500,LAX,Green,No,Los Angeles,California,,
24-Jul-15,0357,SKW4801,CRJ-7,1000,SJC,UNKN,No,San Jose,California,,
24-Jul-15,0420,SKW868A,E170,3000,BDL,Green,No,Windsor Locks,Connecticut,,
24-Jul-15,0429,N738KF,C172,4200,WJF,Green,No,Lancaster,California,,
24-Jul-15,0429,PD1,HELO (HELO - HELO),1500,ONT,Green,No,Ontario,California,,
24-Jul-15,0505,BVN7356,C-208,2000,MEM,Green,No,Memphis,Tennessee,,
24-Jul-15,0524,SKW5590,E170 (EMBRAER - 170,3000,BDL,Green,No,Windsor Locks,Connecticut,,
24-Jul-15,0620,AAL21,A321,3400,LAX,Green,No,Los Angeles,California,,
24-Jul-15,0746,N611RH,SW4,5500,ELP  ,Green,No,El Paso,Texas,,
24-Jul-15,0843,UPS1220,B763,13700,FFT,Green,No,Frankfort,Kentucky,,
24-Jul-15,0852,N211RH,SW4 (FAIRCHILD (1),5500,ELP  ,Green,No,El Paso,Texas,,
24-Jul-15,1015,UPS400,B763,3000,MIA,Green,No,Miami,Florida,,
25-Jul-15,0143,ASQ4216,E145,22000,LNS,Green,No,Lancaster ,Pennsylvania,,
25-Jul-15,0201,FRG1549,BE99,2400,MKE,Red and White,No,Milwaukee,Wisconsin,,
25-Jul-15,0225,ASH4011,E170,4000,IAH,Green,No,Houston,Texas,,
25-Jul-15,0229,JBU252,A320,2400,BOS,Green,No,Boston,Massachusetts,,
25-Jul-15,0230,FDX1339,B752/L,14000,SAV,Green,No,Savannah,Georgia,,
25-Jul-15,0230,FLG4002,CRJ9,5000,ADS,Green,No,Dallas,Texas,,
25-Jul-15,0236,RPA4331,E170,3000,SDF,Green,No,Louisville      ,Kentucky,,
25-Jul-15,0240,SWA1183,B737,7000,IND   ,Green,No,Indianapolis,Indiana,,
25-Jul-15,0253,SWA1423,737,33000,FZG,Green,No,Fitzgerald,Georgia,,
25-Jul-15,0254,NKS971,A320,12500,DAL,Green,No,Dallas,Texas,,
25-Jul-15,0255,SWA9016,B737,2000,LGA,Green,No,New York,New York,,
25-Jul-15,0303,N6141G,C150,3500,ORD,Green,No,Chicago,Illinois,,
25-Jul-15,0310,JBU702,E190,2000,BUF,Green,No,Buffalo,New York,,
25-Jul-15,0315,UPS1195,MD11,16600,DVK,Green,No,Danville   ,Kentucky,,
25-Jul-15,0321,N155SC,BK117,800,PVD,Green,No,Providence ,Rhode Island,,
25-Jul-15,0325,AAL2378,MD82,10000,DFW,Green,No,Dallas-Fort Worth,Texas,,
25-Jul-15,0350,UPS1083,B763,10000,LEX,Green,No,Lexington,Kentucky,,
25-Jul-15,0350,UPS1283,B752,18600,DVK,Green,No,Danville   ,Kentucky,,
25-Jul-15,0357,SKW4802,CRJ7,1000,SJC,Green,No,San Jose ,California,,
25-Jul-15,0401,SKW825V,CRJ7,7800,BIL,Green,No,Billings,Montana,,
25-Jul-15,0410,PC1,HELO,1200,MDW,Green,No,Chicago,Illinois,,
25-Jul-15,0415,ABX441,B762,5500,CVG,Green,No,Covington,Kentucky,,
25-Jul-15,0417,DAL2434,B738,9000,LAX,Green,No,Los Angeles,California,,
25-Jul-15,0427,UPS491,B767,4000,4KY8,White,No,Shepherdsville,Kentucky,,
25-Jul-15,0429,N738KW,C172,4000,PMD,Green,No,Palmdale,California,,
25-Jul-15,0430,UAL1412,B738,8000,SAN,Green,No,San Diego,California,,
25-Jul-15,0444,SWA4201,B737,5000,SAN,Green,No,San Diego,California,,
25-Jul-15,0449,SNC1611,SH36,7000,BFR,Green,No,Bedford,Indiana,,
25-Jul-15,0450,SWA4436,B737,1800,SAN,Green,No,San Diego,California,,
25-Jul-15,0453,SWA2598,B737,6000,ONT,Green,No,Ontario,California,,
25-Jul-15,0455,SWA4244,B737,10000,ONT,Green,No,Ontario,California,,
25-Jul-15,0510,DAL420,B757,9000,LAX,Green,No,Los Angeles,California,,
25-Jul-15,0538,MKU79,AT72,500,OGG,Green,No,Kahului,Hawaii,,
25-Jul-15,0538,MUL79,C208,500,OGG,Green,No,Kahului,Hawaii,,
25-Jul-15,0545,SWA2863,B737,13000,IND,Green,No,Indianapolis,Indiana,,
25-Jul-15,0553,N426RB,C172,5500,POM,Green,No,Pomona,California,,
25-Jul-15,0558,DAL2355,B763,9000,LAX,Green,No,Los Angeles,California,,
25-Jul-15,0558,Multiple,,9000,ONT,Green,No,Ontario,California,,
25-Jul-15,0602,AAL606,A321,5000,GYR,Green,No,Goodyear,Arizona,,120
25-Jul-15,0610,SWA4480,B737,5600,GEG,Green,No,Spokane,Washington,,
25-Jul-15,0635,IDAHO66,C172,3500,HIO,Green,No,Portland,Oregon,,
25-Jul-15,0639,QXE461,DH8D,23000,EUG,Green,No,Eugene,Oregon,,
25-Jul-15,0715,HAL556,B717,900,OGG,Green,No,Kahului,Hawaii,,
25-Jul-15,1016,DAL1088,B757,18000,MSP,Blue,No,Minneapolis,Minnesota,,
25-Jul-15,1120,LN54DD,C560,9500,BUR   ,Green,No,Burbank,California,,
26-Jul-15,0138,LIFE1,EC149,1900,HFD,Green,No,Hartford,Connecticut,,
26-Jul-15,0158,CG6007,UH60,UNKN,OMN,Green,No,Ormond Beach,Florida,,
26-Jul-15,0205,ASQ4576,E145,2000,RIC,Blue,No,Richmond,Virginia,,
26-Jul-15,0215,FFT216,A319,3000,AUS,Green,No,Austin,Texas,,
26-Jul-15,0225,N416AE,206L-4,500,PDK,Blue,No,Atlanta,Georgia,,
26-Jul-15,0249,N11NH,BL8,2500,GSB,Green,No,Goldsboro,North Carolina,,
26-Jul-15,0258,DAL2455,A319,4000,AUS,Green,No,Austin,Texas,,
26-Jul-15,0300,ENY3054,E145,2000,MOB,Green,No,Mobile,Alabama,,
26-Jul-15,0312,TCF3572,E170,4000,DTW,Green,No,Detroit,Michigan,,
26-Jul-15,0338,NKS1104,A320/L,13000,SAN,Green,No,San Diego,California,,
26-Jul-15,0428,SKW2909,CRJ2,3500,TUS,UNKN,No,Tucson,Arizona,,
26-Jul-15,0514,SWA3983,B737,4000,SEA   ,Green,No,Seattle,Washington,,
26-Jul-15,0518,AAL986,MD82,300,FAT,Green,No,Fresno,California,,
26-Jul-15,0758,N727MH,C56X,5000,LGB,Green ,No,Long Beach,California,,
27-Jul-15,0123,AAY705,MD88,13500,DAB,Green,No,Daytona Beach,Florida,,
27-Jul-15,0138,STAR1,HELO,1900,HFD,Green,No,Hartford,Connecticut,,
27-Jul-15,0155,C6007,UH60,700,DED,Green,No,DeLand,Florida,,
27-Jul-15,0155,DAL2605,B717,3000,SDF,Green,No,Louisville,Kentucky,,
27-Jul-15,0155,SBS4546,SF34 ,6000,SJU,Green,No,San Juan,Puerto Rico,,
27-Jul-15,0204,JIA5531,CRJ9,2800,SDF,Green,No,Louisville,Kentucky,,
27-Jul-15,0210,ASQ4565,E145,9000,EWR,Green,No,Newark,New Jersey,,
27-Jul-15,0211,EJM777,C680,3000,DPA,Green,No,Chicago/West Chicago,Illinois,,
27-Jul-15,0220,TCF3381,E135,3000,SDF,Green,No,Louisville,Kentucky,,
27-Jul-15,0241,AWI3831,CRJ2,11000,CLT,Green,No,Charlotte,North Carolina,,
27-Jul-15,0249,RDDL903,DA42,2000,DED,Green,No,DeLand,Florida,,
27-Jul-15,0301,N8391R,P28,2000,ATL,Green,No,Atlanta,Georgia,,
27-Jul-15,0341,N906JR,C172,2500,ADS,Green,No,Dallas,Texas,,
27-Jul-15,0350,SKW529L,E170,12500,FFU,Green,No,Provo,Utah,,
27-Jul-15,0425,ATN175,B752,25600,MEM,Yellow-White,No,Memphis,Tennessee,,
27-Jul-15,0440,N573AT,PA44,3000,MESA,Green,No,Mesa,Arizona,,
27-Jul-15,0444,N2931T,PA44/G,10000,TYS,Green,No,Knoxville,Tennessee,,
27-Jul-15,0507,SKW785G,CRJ7,1000,DEN,Green,No,Denver,Colorado,,
27-Jul-15,0508,OXF211,DA40,2500,FFZ,Green,No,Mesa,Arizona,,
27-Jul-15,0520,SKW5416,CRJ2,5000,LAX,Green,No,Los Angeles,California,,
27-Jul-15,0521,N514TS,CL60,2500,MDW,Green,No,Chicago,Illinois,,
27-Jul-15,0540,WDK211,DA40,2500,IWA,Green,No,Phoenix,Arizona,,
27-Jul-15,0545,N3505R,C172,5000,LAX,Green,No,Los Angeles,California,,
27-Jul-15,0618,SKW4659,CRJ9,4000,PHX,Green,No,Phoenix,Arizona,,
27-Jul-15,0623,N6400Q,C172,2400,CRQ,Green,No,Carlsbad,California,,
27-Jul-15,0636,MUL1747,C208,700,OGG,Green,No,Kahului,Hawaii,,
27-Jul-15,0835,AAY557,MD83,10000,LAS,Green,No,Las Vegas,Nevada,,
28-Jul-15,0119,N550WS,C550,11000,33N,Green,No,Dover/Cheswold,Delaware,,
28-Jul-15,0205,ABX2000,B762,12000,ATL,Green,No,Atlanta,Georgia,,
28-Jul-15,0221,ASG5665,E145,22000,HOU,Green,No,Houston,Texas,,
28-Jul-15,0225,WBR2804,C208,6000,GRB,Green,No,Green Bay,Wisconsin,,
28-Jul-15,0236,AAY639,A320,5000,SFB,Green,No,Sanford,Florida,,
28-Jul-15,0259,UAL1775,B737,1200,BOS,Green,No,Boston,Massachusetts,,
28-Jul-15,0310,N400UH,R44,7200,DRK,Green,No,Prescott,Arizona,,
28-Jul-15,0340,AAL2070,A319,1000,CLE,Green,No,Cleveland,Ohio,,
28-Jul-15,0354,VRD969,A320,8000,NUQ,Green,No,Mountain View,California,,
28-Jul-15,0420,UAL1247,B739,12000,WVI,Green,No,Watsonville,California,,
28-Jul-15,0432,ASA334,B737,800,SJC,Green,No,San Jose ,California,,
28-Jul-15,0510,N183NW,C172,4500,TVC,Blue,No,Traverse City,Michigan,,
