Incident Date,Incident Time,Flight ID,Aircraft,Aviation Altitude,Altitude,Airport,Laser Color,Injury,City,State
1-Jan-16,0004,MED4,BK17,,2000,UNKN,Green,No,UNKN,UNKN
1-Jan-16,0007,SWA5431,B737,,6000,BWI,Green,No,Baltimore,Maryland
1-Jan-16,0055,ASA787,B739,,4000,MSY,Green,No,New Orleans    ,Louisiana
1-Jan-16,0058,CPZ5929,E170,,9000,DEN,Green,No,Denver,Colorado
1-Jan-16,0107,N785AM,BE20,,4000,SEA,Green,No,Seattle,Washington
1-Jan-16,0112,NKS470,A319 ,,1000,FLL,Green,No,Fort Lauderdale,Florida
1-Jan-16,0130,N2030C,C172,,1000,LGB,Green,No,Long Beach,California
1-Jan-16,0135,EJA901,C750,,9000,LAX,Green,No,Los Angeles,California
1-Jan-16,0145,FFT1286,A320,,12000,DEN,Green,No,Denver,Colorado
1-Jan-16,0218,AAL2299,MD83,,1400,TPA,Green,No,Tampa,Florida
1-Jan-16,0225,AAY923,A320 ,,2000,FLL,Green,No,Fort Lauderdale,Florida
1-Jan-16,0228,DAL2022,B712 ,,4000,TPA,Green,No,Tampa   ,Florida
1-Jan-16,0240,ASQ2734,CRJ2,,2300,PIB,Green,No,Hattiesburg/Laurel,Mississippi
1-Jan-16,0248,ASQ4308,E145,,5300,EKM,Green,No,South Bend,Indiana
1-Jan-16,0256,AAL574,A320 ,,4000,TPA,Green,No,Tampa   ,Florida
1-Jan-16,0257,N8312H,P28A,,11000,LGB,Green,No,Long Beach,California
1-Jan-16,0302,JIA5232,A320,,3000,MSY,Green,No,New Orleans    ,Louisiana
1-Jan-16,0356,AAL515,A321,,4500,PHX,Green,No,Phoenix,Arizona
1-Jan-16,0415,CPZ5953,E170,,2000,LAX,Green,No,Los Angeles,California
1-Jan-16,0415,SWA5663,B737,,5000,LAS,Red,No,Las Vegas,Nevada
1-Jan-16,0442,FDX1230,H/MD11,,37000,DEN,Green,No,Denver,Colorado
1-Jan-16,0508,SWA352,B737,,6500,OAK,Blue,No,Oakland ,California
1-Jan-16,0525,JBU1433,E190,,2500,SJU,Green,No,San Juan,Puerto Rico
1-Jan-16,0525,UAL1480,B739,,2500,SJU,Green,No,San Juan,Puerto Rico
1-Jan-16,0537,FDX1266,B752,,2500,MEM,Green,No,Memphis,Tennessee
1-Jan-16,0542,ASA667,B737 ,,11000,SEA,Green,No,Seattle,Washington
1-Jan-16,0603,EVAC22,AS50,,1800,PHX,Green,No,Phoenix,Arizona
1-Jan-16,0613,CTA307,C402 ,,1000,LAS,Green,No,Las Vegas,Nevada
1-Jan-16,0619,RESCUE1,B06 ,,800,HOU,Green,No,Houston,Texas
1-Jan-16,1120,910SE,C172,,2300,BUR  ,Green,No,Burbank,California
1-Jan-16,2303,N733BK,C172 ,,2300,CAK,Green-Red,No,Akron,Ohio
2-Jan-16,0000,AIRR20,H500,,1000,SDF,Green,No,Louisville,Kentucky
2-Jan-16,0001,3891636,Bell 407GX,,100,TUL,Green,No,Tulsa,Oklahoma
2-Jan-16,0018,N29ND,C152,,4000,SGJ,Green,No,St. Augustine,Florida
2-Jan-16,0021,AAL1726,E190,,8000,RBD,Green,No,Dallas,Texas
2-Jan-16,0055,RJE325,LJ45,,6000,CVG,Green,No,Covington,Kentucky
2-Jan-16,0111,ENY3042,E145,,3000,ABI,Green,No,Abilene,Texas
2-Jan-16,0135,DCM4004,LJ60,,7000,BZN,Green,No,Bozeman,Montana
2-Jan-16,0137,NKS906,A320,,7000,HOU,Green,No,Houston,Texas
2-Jan-16,0141,N28847,AA5,,900,TOA,Green,No,Torrance,California
2-Jan-16,0200,FLTPLN404,LJ60 ,,UNKN,BZN,Green,No,Bozeman,Montana
2-Jan-16,0215,JPB515,H25B,,400,PBI,Green,No,West Palm Beach,Florida
2-Jan-16,0252,UAL558,B737,,16000,ATL,Green,No,Atlanta,Georgia
2-Jan-16,0302,DPJ523,CRJ2 ,,12000,RIV,Green,No,Riverside,California
2-Jan-16,0325,ASA735,B737,,3400,SEA,Green-Red,No,Seattle,Washington
2-Jan-16,0420,DAL1061,B739,,6000,LAX,Green,No,Los Angeles,California
2-Jan-16,0420,UAL1291,B752,,6000,LAX,Green,No,Los Angeles,California
2-Jan-16,0422,ASA319,B737,,12000,SEA,Green,No,Seattle,Washington
2-Jan-16,0437,VRD169,A320 ,,6000,LAX,Green,No,Los Angeles,California
2-Jan-16,0443,SKW6194,E170 ,,7000,SMO,Green-Blue,No,Santa Monica,California
2-Jan-16,0457,SWA2858,B737 ,,1500,BDL,Green,No,Windsor Locks,Connecticut
2-Jan-16,0534,ASA804,B737 ,,2000,SAN,Green,No,San Diego,California
2-Jan-16,0535,UNK,UNK,,UNKN,BLI,Green,No,Bellingham,Washington
2-Jan-16,0605,UAL296,A319,,32000,VEL,Blue,No,Vernal,Utah
2-Jan-16,0608,UNKN ,UNKN,,32000,MTU,Blue,No,Myton,Utah
2-Jan-16,0644,ASA701,B739,,200,BLI,Green,No,Bellingham,Washington
2-Jan-16,0735,N910SE,C172,,2300,BUR,Green,No,Burbank,California
2-Jan-16,0750,ASA821,B737-800,,4000,OGG,Green,No,Kahului,Hawaii
2-Jan-16,0755,ACA043,B767-300,,10000,HNL,Green,No,Honolulu,Hawaii
2-Jan-16,0801,ASA831,B737 ,,10000,HNL,Green,No,Honolulu ,Hawaii
2-Jan-16,2242,AAL2259,MD80,,2800,DFW,Blue,No,Dallas-Fort Worth,Texas
2-Jan-16,2338,N81WS,BE36,,9000,UST,Green,No,St. Augustine,Florida
2-Jan-16,2352,FLG3745,CRJ9,,16000,CBG,Green,No,Cambridge,Minnesota
3-Jan-16,0050,DEL SOL66,C172 ,,1000,ABQ    ,Green,No,Albuquerque,New Mexico
3-Jan-16,0125,N6146M,BE36,,1600,FSM,Green,No,Fort Smith,Arkansas
3-Jan-16,0148,AAL500,A320,,7500,PHX,Green,No,Phoenix,Arizona
3-Jan-16,0148,N723CC,LJ55 ,,1500,PBI,Green,No,West Palm Beach,Florida
3-Jan-16,0205,NSH900,F900,,11000,UES,Green,No,Waukesha  ,Wisconsin
3-Jan-16,0222,CPZ5843,E170,,7500,SEA,Green,No,Seattle,Washington
3-Jan-16,0234,UAL779,B757,,13000,ABE,Green,No,Allentown,Pennsylvania
3-Jan-16,0255,WCC35,B350,,12000,SNA,Green,No,Santa Ana,California
3-Jan-16,0256,N19FG,SK61,,11500,TUS,Green,No,Tucson,Arizona
3-Jan-16,0256,SWA1723,B737,,110,PHX,Green,No,Phoenix,Arizona
3-Jan-16,0301,LXJ517,CL30,,2000,OAK,Green,No,Oakland,California
3-Jan-16,0313,SKW4775,CRJ2 ,,UNKN,GPI,Green,No,Kalispell,Montana
3-Jan-16,0318,N437AE,B06,,500,SPZ,Green,No,Silver Springs,Nevada
3-Jan-16,0326,ASA239,B737 ,,6000,SAN,Green,No,San Diego,California
3-Jan-16,0331,SWA4795,B737 ,,15000,DEN,Green,No,Denver,Colorado
3-Jan-16,0332,XOJ537,CL30,,2000,OAK,Green,No,Oakland,California
3-Jan-16,0347,SKW5724,E170/L,,22000,SNA,Green,No,Santa Ana,California
3-Jan-16,0401,EJA517,CL30 ,,2000,OAK,Green,No,Oakland,California
3-Jan-16,0425,SWA6284,B737,,4500,PIT   ,Green,No,Pittsburgh,Pennsylvania
3-Jan-16,0430,AIP5540,B190,,2500,BIS,Green,No,Bismarck,North Dakota
3-Jan-16,0455,SWA357,B738,,2500,DAL    ,Green,No,Dallas,Texas
3-Jan-16,0459,VRD490,A320,,3000,LAS,Green,No,Las Vegas,Nevada
3-Jan-16,0510,SWA6458,B737 ,,4000,FLL,Green,No,Fort Lauderdale,Florida
3-Jan-16,0541,JZA115,CRJ9,,1200,IAH,Green,No,Houston,Texas
3-Jan-16,0543,AAL470,A321/L,,12000,SAN,Green,No,San Diego,California
3-Jan-16,0552,JBU2353,E190,,11000,SJU,Green,No,San Juan,Puerto Rico
3-Jan-16,0552,RVN881,B190 ,,11000,TED,Green,No,Anchorage,Alaska
3-Jan-16,0610,N59AE,Bell 206L1+,,501,FAM,Green,Yes,Farmington,Missouri
3-Jan-16,0620,AMX683,B737,,3000,ORD,Green,No,Chicago,Illinois
3-Jan-16,0636,SWA1665,B737 ,,2200,SNA,Green,No,Santa Ana,California
3-Jan-16,1150,ASQ4242,E145,,3000,CDW,Green,No,Caldwell,New Jersey
3-Jan-16,2110,UAL1461,Unknown,,5000,UNKN,Green,No,UNKN,UNKN
3-Jan-16,2155,N105HN,AS350B2,,1500,DYB,Green,No,Summerville,South Carolina
3-Jan-16,2315,LN105,AS50 ,,1300,DYB,Green,No,Summerville,South Carolina
3-Jan-16,2340,KAP111,C402,,4500,MHT,Green,No,Manchester,New Hampshire
4-Jan-16,0003,KAP91,C402,,1800,SJU,Green,No,San Juan,Puerto Rico
4-Jan-16,0010,N9248H,P28A/L,,4000,VRB,Green,No,Vero Beach,Florida
4-Jan-16,0027,N194LL,EC45,,1600,LAF,Green,No,Lafayette,Indiana
4-Jan-16,0036,KAP265,C402,,1100,SJU,Green,No,San Juan,Puerto Rico
4-Jan-16,0048,SKW574A,CRJ7,,23000,HOU,Green,No,Houston,Texas
4-Jan-16,0057,SWA3867,B737,,5000,DAL    ,Green,No,Dallas,Texas
4-Jan-16,0136,ASA646,B738 ,,6000,PHX,Green,No,Phoenix,Arizona
4-Jan-16,0145,SWA4620,B737,,3000,PHX,UNKN,No,Phoenix,Arizona 
4-Jan-16,0148,SKW5575,CRJ7,,100,IAH,Green,No,Houston,Texas
4-Jan-16,0226,SWA1629,B737 ,,UNKN,DEN,Green,No,Denver,Colorado
4-Jan-16,0226,TCF3547,E170,,4000,TEB,Green,No,Teterboro,New Jersey
4-Jan-16,0233,SWA688,B737,,50,GYY,Green,No,Gary ,Indiana
4-Jan-16,0300,N6132Q,C152,,3000,PRX,Green,No,Paris,Texas
4-Jan-16,0310,JIA5307,CJ7,,200,DAB,Green,No,Daytona Beach ,Florida
4-Jan-16,0321,SWA668,B737 ,,9000,MDW,Green,No,Chicago,Illinois
4-Jan-16,0325,SKW3423,E170,,1300,SEA,Green,No,Seattle,Washington
4-Jan-16,0338,ASQ4146,E145,,22000,M22,Green,No,Russellville,Alabama
4-Jan-16,0342,AMF704,B190,,4000,AFW,Green,No,Fort Worth,Texas
4-Jan-16,0401,SWA4333,B737,,5000,OAK,Green,No,Oakland,California
4-Jan-16,0403,SKW6194,E170,,4100,SFO,Green,No,San Francisco,California
4-Jan-16,0433,DKT1324,SW4,,11000,MSP,Green,No,Minneapolis,Minnesota
4-Jan-16,0503,BCV1234,SW4 ,,11000,GPH,Green,No,Mosby,Missouri
4-Jan-16,0545,JBU1066,E190,,10000,BOS      ,Green,No,Boston,Massachusetts
4-Jan-16,0545,SWA5242,B737,,2800,CLE     ,Green,No,Cleveland,Ohio
4-Jan-16,0606,SWA3944,B737,,1400,TPA,Green,No,Tampa   ,Florida
4-Jan-16,0611,SWA5247,B737 ,,2800,CLE     ,Green,No,Cleveland,Ohio
4-Jan-16,0648,SWA3934,B737 ,,UNKN,TPA,Green,No,Tampa   ,Florida
4-Jan-16,0719,AAL73,B772 ,,15000,LAX,Green,No,Los Angeles,California
4-Jan-16,0841,UAL1182,B753 ,,1000,OGG,Green,No,Kahului,Hawaii
4-Jan-16,1340,N537SW,BE58,,4001,LUF,Green,No,Glendale,Arizona
4-Jan-16,1402,GLA31,B190,,7000,PHX,Green,No,Phoenix,Arizona
5-Jan-16,0022,RPA4410,E170,,2700,MIA,Green,No,Miami,Florida
5-Jan-16,0033,N9199Z,C172,,50,SNL,Green,No,Shawnee,Oklahoma
5-Jan-16,0037,SCX345,B738,,7800,MCO,Green,No,Orlando,Florida
5-Jan-16,0206,CPZ5815,E170 ,,3000,PDX,Green,No,Portland,Oregon
5-Jan-16,0214,N3QY,B206,,1500,SMF,Blue,Yes,Sacramento,California
5-Jan-16,0225,ASQ4188,E145,,1000,CLE     ,Green,No,Cleveland,Ohio
5-Jan-16,0230,RPA3289,E170,,32000,MOP,UNKN,No,Mount Pleasant ,Michigan
5-Jan-16,0230,SBS4546,SF34 ,,12000,SJU,Green,No,San Juan,Puerto Rico
5-Jan-16,0255,N705KC,PC12,,4500,BGM,Green,No,Binghamton,New York
5-Jan-16,0320,ASA721,B738/L,,1700,LAX,Green,No,Los Angeles,California
5-Jan-16,0320,ASH5847,CRJ9 ,,18000,LEX,Green,No,Lexington,Kentucky
5-Jan-16,0342,AAL348,B737 ,,2700,LGA,Green,No,New York,New York
5-Jan-16,0344,N147PB,SR22,,1000,SMO,Green,No,Santa Monica,California
5-Jan-16,0406,SWA850,B737,,3000,SJC,Green,No,San Jose,California
5-Jan-16,0424,SKW4733,CRJ9,,3000,SJC,Green,No,San Jose,California
5-Jan-16,0433,SWA978,B733,,3000,SJC,Green,No,San Jose,California
5-Jan-16,0434,EJM151,GLF4,,6000,BUR,Green,No,Burbank,California
5-Jan-16,0435,SWA291,B733,,3000,SJC,Green,No,San Jose,California
5-Jan-16,0512,KDSFLT2,EC135,,1500,STL,Green,No,St. Louis,Missouri
5-Jan-16,0525,AAL141,A321,,27000,JRF,Green,No,Kapolei,Hawaii
5-Jan-16,0644,AAL717,A321 ,,5500,LAX,Green,No,Los Angeles,California
5-Jan-16,1033,UAL1940,A319,,370,IRS,Green,No,Sturgis,Michigan
5-Jan-16,2233,N723PC,P28A,,3000,BDL,Green,No,Windsor Locks,Connecticut
5-Jan-16,2305,MNT7102,C208,,2300,SJU,UNKN,No,San Juan,Puerto Rico
5-Jan-16,2310,N67973,C172,,1000,MIA,Green,No,Miami,Florida
5-Jan-16,2312,GGN7325,CRJ2,,2400,CVG,Green,No,Covington,Kentucky
5-Jan-16,2343,NKS711,A319,,7000,DTW,Green,No,Detroit,Michigan
6-Jan-16,0036,UAL1909,B737,,20000,WRI,Green,No,Wrightstown,New Jersey
6-Jan-16,0040,DAL959,A320,,2000,MSP,Green,No,Minneapolis,Minnesota
6-Jan-16,0044,AMF6904,BE99 ,,UNKN,SJU,Green,No,San Juan,Puerto Rico
6-Jan-16,0045,SWA647,B737,,3500,OKC,Green,No,Oklahoma City,Oklahoma
6-Jan-16,0110,ASH3725,CRJ7,,6000,CLE     ,Green,No,Cleveland,Ohio
6-Jan-16,0125,UAL2040,B739,,8000,IAH,Green,No,Houston,Texas
6-Jan-16,0136,UAL309,B737 ,,19000,ESL,Green,No,Kessel,West Virginia
6-Jan-16,0153,DCM4000,HA4T,,1000,DWH,Green,No,Houston,Texas
6-Jan-16,0153,N363AM,CH2T,,5000,MCE,Green,No,Merced,California
6-Jan-16,0155,ASQ4684,E45X,,8000,IAH,Green,No,Houston,Texas
6-Jan-16,0202,N953CT,DA40 ,,4500,GCY,Green,No,Greenville,Tennessee
6-Jan-16,0210,UAL1160,B737,,12000,RIV,Green,No,Riverside,California
6-Jan-16,0235,FDX561,MD11,,2000,OAK,Green,No,Oakland,California
6-Jan-16,0334,TCF3522,E170,,32000,SDF,Green,No,Louisville,Kentucky
6-Jan-16,0335,AKELA46,C130,,7000,ABQ,Green,No,Albuquerque,New Mexico
6-Jan-16,0349,R77044,AH64,,8500,COS,Green,No,Colorado Springs,Colorado
6-Jan-16,0400,XR77044,UH64,,8500,COS,Green,No,Colorado Springs,Colorado
6-Jan-16,0410,N176DL,C56X,,3000,ADS,Green-Red,No,Dallas ,Texas
6-Jan-16,0430,EXE151,UNKN   ,,6000,BUR,Green,No,Burbank,California
6-Jan-16,0513,JBU669,A320,,10000,SJC,Green,No,San Jose,California
6-Jan-16,0805,N138UD,C172,,6000,06C,Green,No,Chicago,Illinois
6-Jan-16,2322,EJA855,HS25,,15000,ILG,Green,No,Wilmington,Delaware
6-Jan-16,2324,DAL2152,A319,,2000,FLL,Green,No,Fort Lauderdale,Florida
6-Jan-16,2330,N173JM,GALX,,6000,BGM,Green,No,Binghamton,New York
6-Jan-16,2345,SIL87,SF34 ,,7000,BHM,Green,No,Birmingham,Alabama
7-Jan-16,0007,C2305,CN35,,3000,OPF,Green,No,Miami,Florida
7-Jan-16,0009,DAL2621,B737 ,,4400,FLL,Green,No,Fort Lauderdale,Florida
7-Jan-16,0020,TCF2727,E170,,16000,EWR,Green,No,Newark,New Jersey
7-Jan-16,0032,MLN977,G280,,12000,AGC,Green,No,Pittsburgh,Pennsylvania
7-Jan-16,0040,AWI3810,CRJ2 ,,4000,PHL,Green,No,Philadelphia,Pennsylvania
7-Jan-16,0045,SWA2341,B737,,3000,BHM,Green,No,Birmingham,Alabama
7-Jan-16,0052,JBU1994,E190 ,,3200,FLL,Green,No,Fort Lauderdale,Florida
7-Jan-16,0114,FDX781,MD11,,100,PDX,Green,No,Portland,Oregon
7-Jan-16,0321,TROOPER,HELO,,1900,MBS,Green,No,Saginaw,Michigan
7-Jan-16,0400,UPS1139,B752,,16000,AVP,Red,No,Wilkes-Barre-Scranton,Pennsylvania
7-Jan-16,0424,AAL603,A321 ,,10000,PHX,Green,No,Phoenix,Arizona
7-Jan-16,0501,CPZ5762,E170/L,,3000,TEB,Green,No,Teterboro,New Jersey
7-Jan-16,0515,SWA643,B737 ,,3000,VNY,Green,No,Van Nuys,California
7-Jan-16,0520,UAL1107,B738 ,,3000,PDX,Green,No,Portland,Oregon
7-Jan-16,0523,ASA496,B734,,8000,SAN,Green,No,San Diego, California
7-Jan-16,0630,SKW5648,CRJ7 ,,16000,SFO,Green,No,San Francisco,California
7-Jan-16,1100,CPA888,B747,,19000,JFK,Green,No,New York,New York
7-Jan-16,2040,ASQ308T,E45X,,4000,SBN,Green,No,South Bend,Indiana
7-Jan-16,2343,SKW5598,CRJ7,,500,DTW,Green,No,Detroit,Michigan
8-Jan-16,0005,EJA552,C56X ,,9000,SUA,Green,No,Stuart,Florida
8-Jan-16,0020,EJM232,LJ40,,1800,LFT,Green,No,Lafayette,Louisiana
8-Jan-16,0032,SWA1127,B737 ,,5000,BHM,Green,No,Birmingham,Alabama
8-Jan-16,0035,N574BW,C172 ,,3500,PVD,Green-Red,No,Providence,Rhode Island
8-Jan-16,0045,CPT977,G280,,12000,PA88,Green,No,Farmington,Pennsylvania
8-Jan-16,0047,CPZ5731,E170,,1000,DFW,Green,No,Dallas-Fort Worth,Texas
8-Jan-16,0049,C6584,S65C ,,1000,MOB,Green,No,Mobile,Alabama
8-Jan-16,0050,C5684,MH-56D,,501,MOB,Green,No,Mobile,Alabama
8-Jan-16,0146,NKS881,A319 ,,3000,SJU,Green,No,San Juan,Puerto Rico
8-Jan-16,0202,URF208,PC12,,500,HHR,Green,No,Hawthorne,California
8-Jan-16,0202,WSN949,B350,,500,HHR,Green,No,Hawthorne,California
8-Jan-16,0220,SWA1166,B737/L,,6600,HOU,Green,No,Houston,Texas
8-Jan-16,0230,FD1,HELO,,1,ORD,Green,No,Chicago,Illinois
8-Jan-16,0315,SWA,B737,,1200,AUS,Green,No,Austin,Texas
8-Jan-16,0325,ATN129,B757,,9000,ELP,Green,No,El Paso,Texas
8-Jan-16,0335,SWA2023,B737,,5000,SNA,Green,No,Santa Ana,California
8-Jan-16,0400,EAGLE1,HELO,,1500,ONT,Green,No,Ontario,California
8-Jan-16,0605,N768TX,C56X ,,4000,LAS,Green,No,Las Vegas,Nevada
8-Jan-16,0610,SWA276,B737 ,,8000,LAS,Green,No,Las Vegas,Nevada
8-Jan-16,0617,C6547,S65C,,500,OGG,Green,No,Kahului,Hawaii
8-Jan-16,0750,EAL944,B738,,1500,MIA,Green,No,Miami,Florida
8-Jan-16,0751,PAC654,B744,,1500,MIA,Green,No,Miami,Florida
8-Jan-16,0810,STAR91,AS50 ,,2000,RIV,Green,No,Riverside,California
8-Jan-16,2212,CHP 6,AS350 B2,,1000,PHL,Green,No,Philadelphia,Pennsylvania
8-Jan-16,2310,N5592H,P28A ,,2700,1G0,Green,No,Bowling Green,Ohio
8-Jan-16,2358,N5521S,C172 ,,4000,CSG,Green,No,Columbus,Georgia
9-Jan-16,0008,RDDL454,C172 ,,2000,MLB,Green,No,Melbourne,Florida
9-Jan-16,0020,LIFNT1,HELO,,500,TMB,Green,No,Miami,Florida
9-Jan-16,0119,AAL1605,MD83,,1000,DFW,Green,No,Dallas-Fort Worth,Texas
9-Jan-16,0120,AAL140,MD83 ,,1000,DFW,Green,No,Dallas-Fort Worth,Texas
9-Jan-16,0143,AAL523,A319 ,,8000,PHX,Green,No,Phoenix,Arizona
9-Jan-16,0155,N116WJ,GLF4,,5000,FLL,Green,No,Fort Lauderdale,Florida
9-Jan-16,0209,RDDL430,C172 ,,1500,DAB,Green,No,Daytona Beach ,Florida
9-Jan-16,0220,AAY1050,B752,,4000,LAS,Green,No,Las Vegas,Nevada
9-Jan-16,0222,N739YZ,C172 ,,1800,RIV,Green,No,Riverside,California
9-Jan-16,0244,QXE645,DH8D ,,3500,BAB,Green,No,Marysville,California
9-Jan-16,0315,SWA347,B737,,1200,AUS,Green,No,Austin,Texas
9-Jan-16,0505,SURVEY1,C206 ,,5500,TUS,Green,No,Tucson,Arizona
9-Jan-16,1302,LN68MN,BE20,,2600,ANC,Green,No,Anchorage,Alaska
9-Jan-16,1303,UAL855,B763 ,,6000,IAH,Green,No,Houston,Texas
9-Jan-16,1920,N541LN,EC135,,500,TMB,UNKN,No,Miami,Florida
9-Jan-16,2331,ENY3080,CRJ7,,2500,PIT   ,Green,No,Pittsburgh,Pennsylvania
9-Jan-16,2336,TCF5152,E170,,2400,PIT      ,Green,No,Pittsburgh,Pennsylvania
10-Jan-16,0044,AAL5152,E170 ,,2500,PIT  ,Green,No,Pittsburgh,Pennsylvania
10-Jan-16,0108,LN541LN,EC35,,500,TMB,Green,No,Miami,Florida
10-Jan-16,0130,SKW6268,CRJ2,,3500,FAT,Green,No,Fresno,California
10-Jan-16,0219,EPIC569,C172,,80000,EVB,Green,No,New Smyrna Beach,Florida
10-Jan-16,0227,OMAHA,HELO,,1000,SJU,Green,No,San Juan,Puerto Rico
10-Jan-16,0228,SWA1788,B733/L,,12000,MCO,Green,No,Orlando,Florida
10-Jan-16,0230,UAL2040,B737,,3000,IAH,Green,No,Houston,Texas
10-Jan-16,0340,ASQ2743,CRJ2,,8000,LRD,Green,No,Laredo,Texas
10-Jan-16,0514,N305KR,H25B,,2500,SAT,Green,No,San Antonio,Texas
11-Jan-16,0020,FDX367,MD11,,5500,BDL,Green,No,Windsor Locks,Connecticut
11-Jan-16,0025,N493S,F2TH,,100,BGM,Green,No,Binghamton,New York
11-Jan-16,0040,JBU1494,E190 ,,21000,MCO,Green,No,Orlando,Florida
11-Jan-16,0055,LAK265,C560,,3000,EWR,Green,No,Newark    ,New Jersey
11-Jan-16,0107,DAL2461,MD88 ,,2800,MEM,Green,No,Memphis,Tennessee
11-Jan-16,0122,GPD111,PC12,,2000,HPN,Red,No,White Plains,New York
11-Jan-16,0205,AAL1876,A319 ,,18000,UST,Green,No,St. Augustine,Florida
11-Jan-16,0208,AWI3786,CRJ2 ,,3000,PHL,Green,No,Philadelphia,Pennsylvania
11-Jan-16,0215,DAL1285,MD90,,8000,PBI,Green,No,West Palm Beach,Florida
11-Jan-16,0242,DAL1719,B739,,12000,ONT,Green,No,Ontario,California
11-Jan-16,0242,N2446Z,C172,,500,EVB,Green,No,Smyrna Beach,Florida
11-Jan-16,0302,VIR2,A346 ,,20000,BDR,Green,No,Bridgeport,Connecticut
11-Jan-16,0324,FLG3753,CRJ2/L,,6000,HSV,Green,No,Huntsville,Alabama
11-Jan-16,0415,PCL3753,CRJ2 ,,6000,RQZ,Green,No,Huntsville,Alabama
11-Jan-16,0435,GTI604,B748,,3200,HSV,Green,No,Huntsville,Alabama
11-Jan-16,0458,SWA1662,B737 ,,7000,DEN,Green,No,Denver,Colorado
11-Jan-16,0501,ATLAS604,B748 ,,4000,HSV ,Green,No,Huntsville,Alabama
11-Jan-16,0520,N317LL,E135,,16000,PMD,Green,No,Palmdale,California
11-Jan-16,0659,VRD491,A320,,12000,ONT,Green,No,Ontario,California
11-Jan-16,0838,N444QG,GLF4,,22000,PMD,Green,No,Palmdale,California
11-Jan-16,1057,AJT772,H/B762,,4000,MIA    ,Green,No,Miami    ,Florida
11-Jan-16,1350,N537SW,BE58,,5500,PHX,Green,No,Phoenix,Arizona
11-Jan-16,2338,UAL1806,B752,,11000,SFB,Green,No,Sanford,Florida
11-Jan-16,2339,AMF7110,SW4,,1800,BQN,Green,No,Aguadilla,Puerto Rico
11-Jan-16,2350,RPA4229,E170 ,,6000,BNA,Green,No,Nashville,Tennessee
12-Jan-16,0035,AAL888,MD81 ,,8000,PIE,Green,No,St. Petersburg-Clearwater,Florida
12-Jan-16,0035,AAY888,A320,,8000,BKV,Green,No,Brooksville   ,Florida
12-Jan-16,0127,WIG7404,C208,,4000,ROC,Green,No,Rochester,New York
12-Jan-16,0136,UAL1715,A320 ,,10000,IAH,Green,No,Houston,Texas
12-Jan-16,0136,UAL1716,A320,,10000,IAH,Green,No,Houston,Texas
12-Jan-16,0156,SWA121,B737,,3000,LAS,Green,No,Las Vegas,Nevada
12-Jan-16,0242,RPA4398,E170,,4000,BDL,Green,No,Windsor Locks,Connecticut
12-Jan-16,0300,RPA4643,E170,,27000,ABE,Green,No,Allentown,Pennsylvania
12-Jan-16,0335,ASH5673,CRJ2,,4000,ONT,UNKN,No,Ontario,California
12-Jan-16,0635,DAL477,H/763,,14000,ECA,Green,No,Stockton,California
12-Jan-16,0726,HAL596,B712 ,,3500,OGG,Green,No,Kahului ,Hawaii
12-Jan-16,1206,N31A,BE9L,,2300,SPA,Green,No,Spartanburg,South Carolina
13-Jan-16,0051,CPZ5731,E170,,12000,DFW,Green,No,Dallas-Fort Worth,Texas
13-Jan-16,0058,RPA4940,E170,,3000,TEB,Green,No,Teterboro,New Jersey
13-Jan-16,0138,ASQ4106,E145,,3000,SHV,Green,No,Shreveport,Louisiana
13-Jan-16,0140,N655J,C172 ,,1000,IDA,Green,No,Idaho Falls,Idaho
13-Jan-16,0147,ASH5847,CRJ9/L,,15000,LEX,Green,No,Lexington,Kentucky
13-Jan-16,0157,UAL306,A320,,6000,SJC,Green,No,San Jose,California
13-Jan-16,0158,SWA900,B737,,6000,SJC,Green,No,San Jose ,California
13-Jan-16,0207,ASA486,B737,,6000,SAN,Green,No,San Diego,California
13-Jan-16,0210,N704MD,C208,,3001,TXK,Green,No,Texarkana,Arkansas
13-Jan-16,0215,STNGR56,Bell UH-1Y,,4001,HMT,Green,No,Hemet,California
13-Jan-16,0217,EVIL121,V22 ,,4000,SAN,Green,No,San Diego,California
13-Jan-16,0219,CPZ5921,E170,,2800,LAX,Green,No,Los Angeles,California
13-Jan-16,0231,AAL1867,A319,,16000,BNA,Green,No,Nashville,Tennessee
13-Jan-16,0232,N288PA,P28A,,2800,PHX,Green,No,Phoenix,Arizona
13-Jan-16,0235,UAL624,A319 ,,12000,IAD,Green,No,Washington,District of Columbia
13-Jan-16,0242,RPA4397,E170 ,,4000,BDL,Green,No,Windsor Locks,Connecticut
13-Jan-16,0346,DCM2079,CL60 ,,1300,OPF,Green,No,Miami,Florida
13-Jan-16,0349,CONN692,PA44 ,,3700,SFB,Green,No,Orlando,Florida
13-Jan-16,0355,BOMR744,TEX2,,1500,CRP,Green,No,Corpus Christi,Texas
13-Jan-16,0401,N292PA,PA44 ,,2300,DVT,Green-Red,No,Phoenix,Arizona
13-Jan-16,0403,TCF3480,E170/L,,28000,MSY,UNKN,No,New Orleans,Louisiana
13-Jan-16,0520,LN8353AL,PC12 ,,7800,LMT,Green,No,Klamath Falls,Oregon
13-Jan-16,1105,N29S,B06,,2500,IND,White,No,Indianapolis,Indiana
13-Jan-16,1115,EVAC14,Bell 206L3+,,1001,I53,Green,No,Liberty,Kentucky
