Incident Date,Incident Time,Flight ID,Aircraft,Aviation Altitude,Altitude,Airport,Laser Color,Injury,City,State
13-Apr-16,0318,N952SC,C172,,2300,GEU,Green,No,Glendale,Arizona
13-Apr-16,0320,SWA1692,B737,,8000,BUR,Green,No,Burbank,California
13-Apr-16,0325,N845TX,C750,,2500,BUR,Green-Blue,No,Burbank,California
13-Apr-16,0325,SKW5106,CRJ2,,13000,DEN,Green,No,Denver,Colorado
13-Apr-16,0326,SWA3750,B737,,11000,PHX,Green,No,Phoenix,Arizona
13-Apr-16,0330,FFT756,A319,,11000,DEN,Green,No,Denver,Colorado
13-Apr-16,0350,CAP224,C182,,2600,DVT,Green,No,Phoenix,Arizona
13-Apr-16,0355,SWA1687,B737,,6500,DTO,Green,No,Denton,Texas
13-Apr-16,0415,EMD4,BE9L,,7000,LWC,Green,No,Lawrence,Kansas
13-Apr-16,0423,UPS487,A306,,1800,SDF,Green,No,Louisville,Kentucky
13-Apr-16,0442,FDX1374,B757,,7000,MEM,Blue,No,Memphis,Tennessee
13-Apr-16,0805,JUS192,DC9,,10500,MCI,Green,No,Kansas City,Kansas
13-Apr-16,1158,FDX1476,DC10,,5000,GEG,Red,No,Spokane   ,Washington
14-Apr-16,0043,DAL1878,B712,,4000,RBV,Green,No,Robbinsville,New Jersey
14-Apr-16,0108,N897,C172,,2000,FMY,Green,No,Fort Myers,Florida
14-Apr-16,0118,N130TA,C172,,1200,HWV,Green,No,Shirley,New York
14-Apr-16,0125,CG6538,Dauphine,,400,MSY,Green,No,New Orleans,Louisiana
14-Apr-16,0143,SCORE99,P3,,8000,BWI,Green,No,Baltimore,Maryland
14-Apr-16,0258,AAL455,A321,,5000,FFZ,White-Yellow,No,Mesa,Arizona
14-Apr-16,0258,SKW4525,CRJ9,,16000,FFU,Green,No,Provo,Utah
14-Apr-16,0410,DDA183,P180,,1500,SGU,Green,No,St. George,Utah
14-Apr-16,0413,N6375D,C172,,5500,MOD,Green,No,Modesto,California
14-Apr-16,0413,N997RA,C172,,5500,SCK,Green,No,Stockton,California
14-Apr-16,0413,SNC1259,SH33,,4000,SDF,Green,No,Louisville,Kentucky
14-Apr-16,0425,N926PA,P28A,,2500,DVT,Green,No,Phoenix,Arizona
14-Apr-16,0508,SWA2826,B737,,1600,VCV,Green,No,Victorville,California
14-Apr-16,0535,URF504,PC12,,7000,OXR,Green,No,Oxnard,California
14-Apr-16,0700,UAL1791,B737,,5500,LAX,Green,No,Los Angeles,California
15-Apr-16,0032,N213CH,BE58,,5000,RDU,Green,No,Raleigh-Durham,North Carolina
15-Apr-16,0130,C102,GLF5,,10000,IND,Green,No,Indianapolis,Indiana
15-Apr-16,0140,N604PA,CL60,,12000,ORD,Blue,No,Chicago,Illinois
15-Apr-16,0209,N77ES,C172,,2500,LUK,Green,No,Cincinnati,Ohio
15-Apr-16,0230,ASQ951T,E135,,11000,IAH,Green,No,Houston,Texas
15-Apr-16,0236,FDX1214,MD11,,6500,ELP,Green,No,El Paso,Texas
15-Apr-16,0240,MED1009,HELO,,2000,AGC,Green,No,Pittsburgh,Pennsylvania
15-Apr-16,0240,SKW5962,CRJ2,,14000,DEN,Green,No,Denver,Colorado
15-Apr-16,0323,N828LP,C172,,1400,SFO,Green,No,San Francisco,California
15-Apr-16,0330,LN5572,LJ55,,8000,DEN,Green,No,Denver,Colorado
15-Apr-16,0332,AAL239,MD83,,1700,FCM,Green,No,Minneapolis,Minnesota
15-Apr-16,0353,ASQ4142,E145,,15000,FSM,Green,No,Fort Smith,Arkansas
15-Apr-16,0418,ASH5840,CRJ9 ,,6000,FSM,Green,No,Fort Smith,Arkansas
15-Apr-16,0458,HAL20,B763,,2000,SMF,Green,No,Sacramento,California
15-Apr-16,0527,N921EM,AS350B2,,2000,MIO,Green,No,Miami,Oklahoma
15-Apr-16,0855,CMD01,HELO,,2000,OAK,Green,No,Oakland,California
15-Apr-16,1047,UPS844,B763,,6500,SLC,Green,No,Salt Lake City,Utah
16-Apr-16,0103,N551SF,C182,,8000,EXX,Green,No,Lexington,North Carolina
16-Apr-16,0108,AAY1409,A319,,6000,PIT,Green,No,Pittsburgh,Pennsylvania
16-Apr-16,0123,AAL1022,B738/L,,12000,GYY,Green,No,Gary,Indiana
16-Apr-16,0124,N313AA,C172,,3500,FTW,Green,No,Fort Worth,Texas
16-Apr-16,0130,N900LS,GLEX,,2500,CMH,Green,No,Columbus,Ohio
16-Apr-16,0230,N199PG,PA28,,2500,MIE,Red,No,Muncie,Indiana
16-Apr-16,0230,STAT15,EC35,,2000,2G2,Green,No,Steubenville,Indiana
16-Apr-16,0315,N700SB,BE9L,,6500,PUB,Green,No,Pueblo,Colorado
16-Apr-16,0320,SWA1320,B737,,5000,SNA,Green,No,Santa Ana,California
16-Apr-16,0332,N484ER,C172,,4000,MSN,Green,No,Madison,Wisconsin
16-Apr-16,0345,UPS1083,B757,,12500,SDF,Green,No,Louisville,Kentucky
16-Apr-16,0345,UPS1219,B757,,14000,SDF,Green,No,Louisville,Kentucky
16-Apr-16,0420,NKS906,A320,,3000,DTW,Green,No,Detroit,Michigan
16-Apr-16,0430,UAL1463,B739,,17000,RAL,Green,No,Riverside,California
16-Apr-16,0637,SHRF1,B206,,3500,COE,Green,No,Coeur d'Alene,Idaho
16-Apr-16,0715,UAL1440,B739,,8000,SEA,Green,No,Seattle,Washington
16-Apr-16,0804,DAL1320,B739,,25000,DLS,Green,No,The Dalles,Oregon
16-Apr-16,1103,SKW1379,CRJ2,,800,MSP,Green,No,Minneapolis,Minnesota
16-Apr-16,2255,RPA4578,E170,,36000,DCR,Green,No,Decatur,Indiana
17-Apr-16,0049,N220UP,EC35,,1500,ABE,Green,No,Allentown ,Pennsylvania
17-Apr-16,0050,N481LF,EC-145,,2000,91PN,Green,No,Pottsville,Pennsylvania
17-Apr-16,0054,N35AS,UNK,,2500,MPG,Green,No,Moundsville,West Virginia
17-Apr-16,0137,SWA2357,B737,,5000,JAX,Green,No,Jacksonville,Florida
17-Apr-16,0145,DAL2605,MD88,,17000,DVK,Green,No,Danville,Kentucky
17-Apr-16,0205,AAL202,B737,,1700,BOS  ,Green,No,Boston   ,Massachusetts
17-Apr-16,0205,N447AE,BH206,,500,MO2,Green,No,Springfield,Missouri
17-Apr-16,0211,DAL1643,B737,,1700,BOS,Green,No,Boston,Massachusetts
17-Apr-16,0215,DAL16443,B738 ,,1700,BOS,Green,No,Boston,Massachusetts
17-Apr-16,0225,UAL234,B752,,200,EWR,Green,No,Newark    ,New Jersey
17-Apr-16,0233,RCH195,C17,,28000,5CT8,Green,No,Stamford,Connecticut
17-Apr-16,0250,LF6,HELO ,,800,DWH,Blue,No,Houston ,Texas
17-Apr-16,0250,N456TK,EC45,,800,DWH,Blue,No,Houston ,Texas
17-Apr-16,0250,SKW4618,CRJ2,,11500,AAA,Green,No,Lincoln,Illinois
17-Apr-16,0300,NKS267,A319,,2600,LAX,Green,No,Los Angeles,California
17-Apr-16,0302,RCH227,C17,,19000,BGR,Green,No,Bangor,Maine
17-Apr-16,0307,N307WP,PC12,,12000,LWC,Green,No,Lawrence,Kansas
17-Apr-16,0313,AAL138,B738,,10000,ABE,Green,No,Allentown ,Pennsylvania
17-Apr-16,0315,STY200,BE20,,6000,SYR  ,Green,No,Syracuse,New York
17-Apr-16,0347,SWA1604,B737,,38000,GFD,Green,No,Greenfield    ,Indiana
17-Apr-16,0356,AAL234,B738,,38000,GFD,Green,No,Greenfield    ,Indiana
17-Apr-16,0405,SWA699,B737,,3000,PDX,Green,No,Portland,Oregon
17-Apr-16,0406,AAL350,B738,,2000,MIA  ,Green,No,Miami,Florida
17-Apr-16,0415,VTE625,CL30,,6000,MQY,Green,No,Smyrna,Tennessee
17-Apr-16,0419,CPZ5974,E175,,6200,ABQ,Green,No,Albuquerque,New Mexico
17-Apr-16,0440,CPZ5086,E170 ,,13000,BLI,Green,No,Bellingham,Washington
17-Apr-16,0440,CPZ5986,E170 ,,13000,BLI,Green,No,Bellingham,Washington
17-Apr-16,0455,N561SA,C182,,7500,CGZ,Green,No,Case Grande,Arizona
17-Apr-16,0458,DAL2188,MD90,,13900,PKB,Green,No,Parkersburg,West Virginia
17-Apr-16,0510,AAY101,A319,,12000,PHX,Green,No,Phoenix,Arizona
17-Apr-16,0545,UAL1712,B739,,13000,SJC,Green,No,San Jose,California
17-Apr-16,0622,AAL472,A321,,10000,PHX,Green,No,Phoenix,Arizona
17-Apr-16,0700,UAL1868,B737,,14000,MSY,Green,No,New Orleans,Louisiana
17-Apr-16,0745,LN113AM,B429,,1500,MOD,Green,No,Modesto,California
17-Apr-16,0803,VHT11,GLF3,,3500,LAS,Green,No,Las Vegas,Nevada
18-Apr-16,0106,JBU553,A320,,8500,SUA,Green,No,Stuart,Florida
18-Apr-16,0109,AAL1261,MD83,,4000,ORD,Green,No,Chicago,Illinois
18-Apr-16,0247,RPA3403,E170,,4000,DTW,Green,No,Detroit,Michigan
18-Apr-16,0250,SWA538,B737,,6200,FTW,Green,No,Fort Worth,Texas
18-Apr-16,0320,N650HF,GLF6,,12000,VCV,Green,No,Victorville,California
18-Apr-16,0323,UAL2255,B739,,3000,CLE,Blue,No,Cleveland,Ohio
18-Apr-16,0329,ASA552,B738,,29800,SLI,Green,No,Los Alamitos,California
18-Apr-16,0345,684WA,BE9L,,4000,BFL,Green,No,Bakersfield,California
18-Apr-16,0355,UPS1131,B757,,12000,PHL,Green,No,Philadelphia,Pennsylvania
18-Apr-16,0358,DAL1709,MD-88,,4000,BNA,Green,No,Nashville,Tennessee
18-Apr-16,0519,FLX441,LJ35,,4000,PHX,Green,No,Phoenix,Arizona
18-Apr-16,0529,SWA751,B737,,300,MSP,Green-White,No,Minneapolis,Minnesota
18-Apr-16,0550,NKS424,A320,,5000,MSP,Green,No,Minneapolis,Minnesota
18-Apr-16,0610,SWA615,B737,,100,CRQ,Green,No,Carlsbad,California
18-Apr-16,0630,N510TX,C510,,7500,ABQ,Green,No,Albuquerque,New Mexico
18-Apr-16,1316,RDS737,B732,,3000,OGG,Green,No,Kahului,Hawaii
19-Apr-16,0135,N3090A,PA46 (PIPER - Malib,,1000,FXE,Green,No,Fort Lauderdale,Florida
19-Apr-16,0139,N786A,PA44,,230,PTB,Green,No,Dinwiddie,Virginia
19-Apr-16,0140,UAL8158,B738,,100,EWR,Green, No,Newark    ,New Jersey
19-Apr-16,0310,N363SP,C172,,3000,SNA,Green,No,Santa Ana,California
19-Apr-16,0327,N8196M,C182,,2500,EUG,Green,No,Eugene,Oregon
19-Apr-16,0327,QXE320,DH8D,,2500,EUG,Green,No,Eugene,Oregon
19-Apr-16,0340,N52531,C172,,6500,SLC,Green,No,Salt Lake City,Utah
19-Apr-16,0345,N684WA,BE9L,,4000,BFL,Green,No,Bakersfield,California
19-Apr-16,0400,N417QX,DH8D,,1000,PDX,Green,No,Portland,Oregon
19-Apr-16,0410,UPS1075,B757,,10000,RFD,Green,No,Chicago/Rockford,Illinois
19-Apr-16,0435,SKW5593,E170,,4000,MSP,Green-White,No,Minneapolis,Minnesota
19-Apr-16,0435,UPS753,A300,,13000,PLL,Green,No,Polo,Illinois
19-Apr-16,0443,ASQ4114,E145,,200,PLL,UNKN,No,Polo,Illinois
19-Apr-16,0445,R20377,UH60,,2000,SYR  ,Green,No,Syracuse,New York
19-Apr-16,0525,SWA4787,B737,,3000,SAN,Green,No,San Diego,California
19-Apr-16,0526,SWA2036,B738,,2600,SAN,Green,No,San Diego,California
19-Apr-16,0529,URF114,PC12,,1500,CRQ,Green,No,Carlsbad,California
19-Apr-16,0533,N977HG,H25B,,1500,CRQ,Green,No,Carlsbad,California
19-Apr-16,0534,URF411,PC12,,UNKN,CRQ,Green,No,Carlsbad,California
19-Apr-16,0545,CPZ5704,E170,,4000,SFO,Green,No,San Francisco,California
19-Apr-16,0600,UPS593,A306,,10000,SBD,Green,No,San Bernardino,California
19-Apr-16,0605,DAL975,B717,,9000,CRQ,Green,No,Carlsbad,California
19-Apr-16,0610,SWA613,B737,,9000,CRQ,Green,No,Carlsbad,California
20-Apr-16,0012,AWI4044,CRJ2,,2500,LGA,Green,No,New York,New York
20-Apr-16,0012,TCF5954,E170,,2500,LGA,Green,No,New York, New York
20-Apr-16,0045,AWI3836,CRJ2,,19000,DOV,Green,No,Dover,Delaware
20-Apr-16,0050,AAL1755,E190,,17000,DOV,Green,No,Dover ,Delaware
20-Apr-16,0100,ASQ4007,E145,,7000,BTR,UNKN,No,Baton Rouge,Louisiana
20-Apr-16,0120,AWI3950,CRJ2,,2500,PHL,Green,No,Philadelphia,Pennsylvania
20-Apr-16,0130,N430ST,B430,,1300,DET,Green,No,Detroit,Michigan
20-Apr-16,0147,UAL204,B737/L,,10500,NYC,Green,No,New York,New York
20-Apr-16,0148,FLG3689,CRJ,,8500,LGA,Green,No,New York,New York
20-Apr-16,0200,G23994,H60 (ASTA - S-70 Se,,2500,BNA,Green,No,Nashville,Tennessee
20-Apr-16,0244,FDX1285,A306,,6000,TYS,Green,No,Knoxville,Tennessee
20-Apr-16,0308,SKW5978,CRJ2,,5000,BFL,Green,No,Bakersfield,California
20-Apr-16,0310,N60372,C172,,3000,PHX,Green,No,Phoenix,Arizona
20-Apr-16,0330,ASQ4146,CRJ9,,8000,HSV,Green,No,Huntsville,Alabama
20-Apr-16,0400,QXE357,DH8D,,800,PDX,Green,No,Portland,Oregon
20-Apr-16,0510,N2312N,R22,,2000,SMX,Green,No,Santa Maria,California
20-Apr-16,0512,N535BC,E55P,,1000,TIW,Green,No,Tacoma,Washington
20-Apr-16,0514,VRD964,A320,,500,SAN,Green,No,San Diego,California
20-Apr-16,0525,BAJA22,C135,,14000,RIV,Green,No,Riverside,California
20-Apr-16,0700,LBQ800,PC12 (PILATUS - Eag,,20000,25GA,Green,No,Douglasville,Georgia
20-Apr-16,0700,LBQ860,PC12,,20500,FTY,Green,No,Atlanta,Georgia
20-Apr-16,0713,TIGER21,C17,,12000,OGG,Green,No,Kahului,Hawaii
20-Apr-16,0920,C6545,MH65,,500,OPF,Green,No,Miami,Florida
20-Apr-16,2347,C6572,UH65,,1800,BQN,Green,No,Aguadilla,Puerto Rico
21-Apr-16,0115,NKS388,A321,,6000,FLL,Green,No,Fort Lauderdale,Florida
21-Apr-16,0134,TRP1,B06,,1300,DET,Green,No,Detroit,Michigan
21-Apr-16,0143,ENY3353,E145,,7000,ORD,Green,No,Chicago,Illinois
21-Apr-16,0222,FDX1625,A300,,10000,ELP,Green,No,El Paso,Texas
21-Apr-16,0325,ASQ802T,E145,,24400,IND    ,Green,No,Indianapolis,Indiana
21-Apr-16,0345,N992CT,DV20,,8000,SLC,Green,No,Salt Lake City,Utah
21-Apr-16,0346,CPZ5741,E170,,5000,SEA,Green,No,Seattle,Washington
21-Apr-16,0406,MA011,AW109E,,2700,LAS,Green,No,Las Vegas,Nevada
21-Apr-16,0410,NAX7092,B788,,37000,RKS,Green,No,Rock Springs,Wyoming
21-Apr-16,0413,N3487S,C182,,1400,PSC,Green,No,Pasco,Washington
21-Apr-16,0547,SWA114,B737,,17000,LAX,Green,No,Los Angeles,California
21-Apr-16,0557,MMY223,BE76,,7500,O22,Green,No,Columbia,California
22-Apr-16,0105,N779JM,BE20,,2500,PTK,Green,No,Pontiac,Michigan
22-Apr-16,0225,N119SM,HELO,,1500,ORD,Green,No,Chicago,Illinois
22-Apr-16,0248,SKW6011,CRJ2/L,,15000,LBB,Green,No,Lubbock,Texas
22-Apr-16,0255,ASH5791,CRJ9,,100,BHM,Green,No,Birmingham,Alabama
22-Apr-16,0257,N311EL,GLF4,,3000,IND    ,Green,No,Indianapolis,Indiana
22-Apr-16,0310,DAL1790,MD90,,2100,PHL,Green,No,Philadelphia,Pennsylvania
22-Apr-16,0310,N94174,ERCO,,2000,MLI,Green,No,Moline,Illinois
22-Apr-16,0315,ASQ5520,CRJ2,,120,FSM,Green,No,Fort Smith,Arkansas
22-Apr-16,0441,LN731GA,LJ31,,7500,RNO,Green,No,Reno,Nevada
22-Apr-16,0515,SWA2826,B738,,3000,ONT,Green,No,Ontario,California
22-Apr-16,0547,AAL709,A321,,9000,OAK,Green,No,Oakland,California
22-Apr-16,0547,UAL190,B737,,9000,OAK,Green,No,Oakland,California
22-Apr-16,0552,UAL1910,B738 ,,9000,OAK,Green,No,Oakland,California
22-Apr-16,0700,N852A,H25B,,1500,ORD,Green,No,Chicago,Illinois
23-Apr-16,0055,FDX251,H/MD11/L,,11000,SJU,Green,No,Carolina,Puerto Rico
23-Apr-16,0121,AVIATOR2,C172 ,,1500,DAL,Green,No,Dallas,Texas
23-Apr-16,0130,N80146,C152,,2500,LOT,Green,No,Chicago-Romeoville,Illinois
23-Apr-16,0130,RPA4398,E170,,8000,STL,Green,No,St. Louis,Missouri
23-Apr-16,0144,RPN804,MD80,,2400,BRO,Green,No,Brownsville,Texas
23-Apr-16,0147,DAL1538,B757,,2000,MSP,Blue,No,Minneapolis,Minnesota
23-Apr-16,0155,N6850H,C172,,4500,HSV,Green,No,Huntsville,Alabama
23-Apr-16,0155,SLASH47,TEX2 (HAWKER BEECHC,,2000,SHV,Green,No,Shreveport,Louisiana
23-Apr-16,0200,N6003Y,BE76/T,,4500,FLL,Green,No,Fort Lauderdale ,Florida
23-Apr-16,0238,DAL1444,B712,,18300,UXJ,Green,No,Richmond,Kentucky
23-Apr-16,0250,SKW7409,CRJ2,,8500,GJT,Green,No,Grand Junction,Colorado
23-Apr-16,0310,DAL1791,MD90 (BOEING - MD-9,,2100,PHL,Green,No,Philadelphia,Pennsylvania
23-Apr-16,0315,LOF2907,E45X,,2500,PHL,Green,No,Philadelphia,Pennsylvania
23-Apr-16,0320,FFT1058,A320,,3000,PHL,Green,No,Philadelphia,Pennsylvania
23-Apr-16,0325,TCF5922,E170,,230,PRX,White    ,No,Paris,Texas
23-Apr-16,0336,ENY3266,E145 ,,8000,AEX,Green,No,Alexandria,Louisiana
23-Apr-16,0400,SRVEY1,HELO ,,5500,TUS,Green,No,Tucson,Arizona
23-Apr-16,0400,SURVEY1,B206,,5500,TUS,Green,No,Tucson,Arizona
23-Apr-16,0418,URF706,PC12,,14000,SNS,Green,No,Salinas,California
23-Apr-16,0420,SKW5755,CRJ7,,2200,LAX,Green,No,Los Angeles,California
23-Apr-16,0432,NKS464,A320,,6000,ORD,Green,No,Chicago,Illinois
23-Apr-16,0534,BTQ733,PC12,,1200,SLC,Green,No,Salt Lake City,Utah
23-Apr-16,0555,N274MM,C172,,2000,HNL,Green,No,Honolulu,Hawaii
23-Apr-16,0558,LIMO26,C182,,4500,HNL,Green,No,Honolulu,Hawaii
23-Apr-16,0845,LF14,HELO,,1400,PDX,Green,No,Portland,Oregon
23-Apr-16,1012,LN14,HELO ,,1400,PDX,Green,No,Portland,Oregon
23-Apr-16,2342,KAP1028,C402,,1000,SJU,Green ,No,Carolina,Puerto Rico
24-Apr-16,0024,FFT662,A320,,12000,DEN,Green,No,Denver ,Colorado
24-Apr-16,0129,JIA5477,CRJ7,,15600,KY1,Green,No,Danville,Kentucky
24-Apr-16,0145,AIRCR2,HELO ,,800,ORL    ,Green,No,Orlando,Florida
24-Apr-16,0150,SKW5788,E170,,10000,ALN,Green,No,Alton-St. Louis,Illinois
24-Apr-16,0212,N7515C,ERCO,,3000,HUT,Green,No,Hutchinson,Kansas
24-Apr-16,0220,RPA3326,E170,,19500,MGY,Green,No,Dayton,Ohio
24-Apr-16,0407,FFT291,A319,,15000,DEN,Green,No,Denver ,Colorado
24-Apr-16,0505,UAL1610,B739/L,,16000,SAN,Green,No,San Diego,California
24-Apr-16,2345,C6585,H65,,1000,BQN,Green,No,Aguadilla,Puerto Rico
25-Apr-16,0050,SWA2425,B737,,3000,MCO,Green,No,Orlando,Florida
25-Apr-16,0100,JBU334,A320/L,,3000,SJU,Green,Yes,San Juan,Puerto Rico
25-Apr-16,0104,DAL1788,MD88,,14000,RMG,Green,No,Rome,Georgia
25-Apr-16,0242,LBQ791,BE58,,4000,LUK,UNKN,No,Cincinnati,Ohio
25-Apr-16,0248,SWA3553,B737,,6500,PHX,Green,No,Phoenix,Arizona
25-Apr-16,0310,WSN3,B350,,1200,LAX,Green,No,Los Angeles,California
25-Apr-16,0353,JBU487,A320,,1800,LAX,Green,No,Los Angeles,California
25-Apr-16,0400,AIR3,B350 ,,1200,LAX,Green,No,Los Angeles,California
25-Apr-16,0545,CARE3,HELO ,,6000,RNO,Green,No,Reno,Nevada
25-Apr-16,0645,CRF3,HELO,,6000,RNO,Green,No,Reno,Nevada
25-Apr-16,0745,ASA471,B739,,12000,LAX,White,No,Los Angeles,California
25-Apr-16,2126,N816KW,C172,,3800,AUO,Green,No,Auburn,Alabama
26-Apr-16,0057,JIA5236,CRJ9,,1000,CLT,Green,No,Charlotte,North Carolina
26-Apr-16,0059,JIA5186,CRJ2,,10000,CLT,Green,No,Charlotte,North Carolina
26-Apr-16,0110,FLG3689,CRJ2/L,,17000,LGA,Green,No,New York   ,New York
26-Apr-16,0145,N806MR,DHC8,,2500,BQN,Green,No,Aguadilla,Puerto Rico
26-Apr-16,0351,EJA918,C750,,5000,GYY,Green,No,Gary,Indiana
26-Apr-16,0408,FDX1818,B752,,8000,LVK,Green,No,Livermore,California
26-Apr-16,0415,N2475,C680,,1600,FFO,Green,No,Dayton,Ohio
26-Apr-16,0453,HAL48,A332,,3500,OAK,Green,No,Oakland,California
26-Apr-16,0515,N6865A,PA44,,8000,EUG,Green,No,Eugene,Oregon
26-Apr-16,0526,ASA806,B738,,15000,OCN,Green,No,Oceanside,California
26-Apr-16,0555,ASA546,B737,,15000,ONT,Green,No,Ontario,California
26-Apr-16,2359,BEZ404,C208/G,,1500,SJU,Green,No,San Juan,Puerto Rico
27-Apr-16,0000,JIA5088,CRJ9,,10000,CLT,Green,No,Charlotte,North Carolina
27-Apr-16,0119,PHJ70,PC12/G,,12000,SME,Green,No,Somerset,Kentucky
27-Apr-16,0145,JBU1020,A220,,1500,FLL,UNKN,No,Fort Lauderdale,Florida
27-Apr-16,0146,SWA992,B737,,6000,ANX,Green,No,Napoleon,Missouri
27-Apr-16,0234,PUMA81,C130 ,,3000,FSM,Green,No,Fort Smith,Arkansas
27-Apr-16,0316,DAL1420,A319,,5000,BWI,Green,No,Baltimore,Maryland
27-Apr-16,0326,AAL1922,A319,,5000,RIC,Green,No,Richmond,Virginia
27-Apr-16,0345,FDX1837,B767,,5000,PHX,Green,No,Phoenix,Arizona
27-Apr-16,0550,SI1AM,AS350,,30000,TUS,Green,No,Tucson,Arizona
27-Apr-16,0558,S1AM,AS50,,3000,TUS,Green,No,Tucson,Arizona
28-Apr-16,0020,R08035,CH47,,6000,6B4,Green,No,Utica-Frankfort,New York
28-Apr-16,0148,NKS1027,A320,,8000,BWI,Green,No,Baltimore, Washington
28-Apr-16,0215,NKS680,A319,,30,FLL,Green,No,Fort Lauderdale,Florida
28-Apr-16,0218,N67787,C152,,2500,MEM,Purple,No,Memphis,Tennessee
28-Apr-16,0315,N3421Y,C182,,3500,SNA,White,No,Santa Ana,California
28-Apr-16,0320,N3MG,HELO,,3000,HYI,Green,No,San Marcos,Texas
28-Apr-16,0332,SWA1730,B737,,9000,LIT,Green,No,Little Rock,Arkansas
28-Apr-16,0420,N912BJ,SR22,,4500,TUL,Green,No,Tulsa ,Oklahoma
28-Apr-16,0421,N332MD,R22,,1000,BTR,Green,No,Baton Rouge,Louisiana
28-Apr-16,0428,PONY21,H60,,5200,TUS,Green,No,Tucson,Arizona
28-Apr-16,0459,N91BJ,SR22 (CIRRUS - SR-2,,4500,TUL,Green,No,Tulsa,Oklahoma
28-Apr-16,0500,N5303J,C172,,2500,PDX,Green,No,Portland,Oregon
28-Apr-16,0657,DAL2566,B717,,8000,LAS,Green,No,Las Vegas,Nevada
28-Apr-16,0738,UAL225,B739,,6000,SFO,Green,No,San Francisco,California
28-Apr-16,0920,SRVY1,C208,,5500,TUS,Green,No,Tucson,Arizona
28-Apr-16,1250,TV11,HELO,,900,LAX,Green,No,Los Angeles,California
29-Apr-16,0145,DAL220,MD88,,16200,ATL,Green,No,Atlanta,Georgia
29-Apr-16,0205,N932CD,SR20,,7000,GMU,Green,No,Greenville,South Carolina
29-Apr-16,0208,UCM472,C172,,3000,STJ,Blue,No,St. Joseph,Missouri
29-Apr-16,0220,ASQ2842,E145,,2500,JLN,Green,No,Joplin,Missouri
29-Apr-16,0319,UAL590,B737,,2600,SNA,Green,No,Santa Ana,California
29-Apr-16,0320,WTNSS99,BK17,,6500,MKC,Green,No,Kansas City,Missouri
29-Apr-16,0340,JBU2023,A321/L,,5000,JFK,UNKN,No,New York   ,New York
29-Apr-16,0406,UAL580,B737,,34000,CAE,Red,No,Columbia,South Carolina
29-Apr-16,0455,N193TH,C172,,7000,WVI,Green,No,Watsonville,California
29-Apr-16,0544,SWA1520,B737,,4000,SJC,Green,No,San Jose,California
29-Apr-16,0545,HAL112,B712,,1200,OGG,Green,No,Kahului,Hawaii
29-Apr-16,0630,CAHP32,HELO,,10000,SJC,Red,No,San Jose,California
29-Apr-16,0735,HAL224,B712,,3000,HNL,Green,No,Honolulu,Hawaii
29-Apr-16,0830,NVT20,HELO,,1800,PHX,Green,No,Phoenix,Arizona
30-Apr-16,0009,DAL514,MD88,,1700,BDL,Green,No,Hartford,Connecticut
30-Apr-16,0103,N127EP,C172,,3500,DAB,Green,No,Daytona Beach,Florida
30-Apr-16,0121,SBS4597,SF34,,1500,SJU,Green,No,San Juan,Puerto Rico
30-Apr-16,0143,SKW133Y,CRJ2,,2000,APN,Green,No,Alpena,Michigan
30-Apr-16,0144,RPA4379,E170,,200,HTW,Green,No,Chesapeake,Kentucky
30-Apr-16,0202,SKW133A,CRJ2,,2000,APN,Green,No,Alpena,Michigan
30-Apr-16,0233,N312ST,B407,,2500,MBS,Green,No,Saginaw,Michigan
30-Apr-16,0305,SKW2982,CRJ2,,6500,GJT,Green,No,Grand Junction,Colorado
30-Apr-16,0325,N286BW,PA44,,500,LGB,Green,No,Long Beach,California
30-Apr-16,0359,N6522,HELO,,1500,POC,Green,No,La Verne,California
30-Apr-16,0407,AMF2316,BE99/A,,9000,BNA,Green,No,Nashville,Tennessee
30-Apr-16,0410,DAL2532,B738,,2500,LAX,Green,No,Los Angeles,California
30-Apr-16,0428,UAL705,B737,,15000,JVL,Green,No,Janesville,Wisconsin
30-Apr-16,0455,SWA4787,B737,,1100,OAK,Green,No,Oakland,California
30-Apr-16,0531,GRFN600,E2,,600,SBA,Green,No,Santa Barbara,California
30-Apr-16,0536,ASA384,B734,,11000,SFO,Green,No,San Francisco,California
30-Apr-16,0658,N5208D,C172,,6500,IPL,Blue,No,Imperial,California
30-Apr-16,0705,CHP32,HELO,,1000,OAK,Red,No,Oakland,California
30-Apr-16,0920,N9000M,PA31,,600,GSN,Green,No,Obyan,Northern Mariana Is
1-May-16,0240,N50055,C152,,2000,DAL,Green,No,Dallas,Texas
1-May-16,0314,SWA3688,B737,,3000,CLE,Green,No,Cleveland,Ohio
1-May-16,0331,SWA951,B737,,3000,OAK,Green,No,Oakland,California
1-May-16,0358,N1AM,GLF5,,1200,SNA,Green,No,Santa Ana,California
1-May-16,0405,SWA1063,B737,,1700,OAK,Green,No,Oakland,California
1-May-16,0435,N479SH,R22,,1800,OAK,Red,No,Oakland,California
1-May-16,0440,SKW5234,E170,,2300,SAT,Green,No,San Antonio  ,Texas
1-May-16,0450,UAL746,B739,,5000,SEA,Green,No,Seattle,Washington
1-May-16,0545,DAL1228,B739,,4000,SEA,White,No,Seattle,Washington
1-May-16,0717,EDG35,GALX,,1200,BUR,Green,No,Burbank,California
1-May-16,0848,LFT02,HELO,,1200,PDX,Green,No,Portland,Oregon
